msa_id	split	relative_path	tree_path	num_sequences	alignment_length	source_train_msa_id	sampling	model	indels
syn_000014	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000014.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000014/tree/syn_000014.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000015	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000015.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000015/tree/syn_000015.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000016	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000016.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000016/tree/syn_000016.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000017	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000017.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000017/tree/syn_000017.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000018	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000018.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000018/tree/syn_000018.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000019	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000019.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000019/tree/syn_000019.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000020	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000020.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000020/tree/syn_000020.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000021	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000021.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000021/tree/syn_000021.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000022	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000022.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000022/tree/syn_000022.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000023	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000023.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000023/tree/syn_000023.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000024	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000024.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000024/tree/syn_000024.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000025	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000025.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000025/tree/syn_000025.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000026	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000026.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000026/tree/syn_000026.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000027	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000027.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000027/tree/syn_000027.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000028	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000028.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000028/tree/syn_000028.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000029	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000029.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000029/tree/syn_000029.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000030	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000030.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000030/tree/syn_000030.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000031	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000031.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000031/tree/syn_000031.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000032	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000032.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000032/tree/syn_000032.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000033	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000033.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000033/tree/syn_000033.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000034	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000034.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000034/tree/syn_000034.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000035	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000035.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000035/tree/syn_000035.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000036	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000036.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000036/tree/syn_000036.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000037	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000037.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000037/tree/syn_000037.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000038	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000038.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000038/tree/syn_000038.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000039	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000039.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000039/tree/syn_000039.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000040	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000040.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000040/tree/syn_000040.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000041	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000041.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000041/tree/syn_000041.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000042	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000042.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000042/tree/syn_000042.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000043	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000043.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000043/tree/syn_000043.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000044	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000044.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000044/tree/syn_000044.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000045	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000045.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000045/tree/syn_000045.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000046	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000046.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000046/tree/syn_000046.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000047	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000047.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000047/tree/syn_000047.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000048	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000048.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000048/tree/syn_000048.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000049	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000049.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000049/tree/syn_000049.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000050	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000050.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000050/tree/syn_000050.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000051	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000051.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000051/tree/syn_000051.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000052	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000052.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000052/tree/syn_000052.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000053	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000053.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000053/tree/syn_000053.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000054	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000054.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000054/tree/syn_000054.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000055	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000055.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000055/tree/syn_000055.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000056	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000056.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000056/tree/syn_000056.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000057	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000057.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000057/tree/syn_000057.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000058	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000058.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000058/tree/syn_000058.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000059	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000059.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000059/tree/syn_000059.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000060	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000060.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000060/tree/syn_000060.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000061	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000061.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000061/tree/syn_000061.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000062	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000062.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000062/tree/syn_000062.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000063	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000063.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000063/tree/syn_000063.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000064	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000064.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000064/tree/syn_000064.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000065	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000065.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000065/tree/syn_000065.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000066	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000066.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000066/tree/syn_000066.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000067	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000067.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000067/tree/syn_000067.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000068	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000068.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000068/tree/syn_000068.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000069	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000069.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000069/tree/syn_000069.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000070	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000070.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000070/tree/syn_000070.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000071	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000071.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000071/tree/syn_000071.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000072	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000072.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000072/tree/syn_000072.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000073	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000073.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000073/tree/syn_000073.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000074	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000074.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000074/tree/syn_000074.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000075	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000075.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000075/tree/syn_000075.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000076	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000076.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000076/tree/syn_000076.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000077	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000077.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000077/tree/syn_000077.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000078	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000078.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000078/tree/syn_000078.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000079	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000079.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000079/tree/syn_000079.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000080	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000080.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000080/tree/syn_000080.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000081	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000081.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000081/tree/syn_000081.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000082	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000082.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000082/tree/syn_000082.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000083	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000083.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000083/tree/syn_000083.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000084	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000084.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000084/tree/syn_000084.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000085	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000085.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000085/tree/syn_000085.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000086	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000086.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000086/tree/syn_000086.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000087	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000087.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000087/tree/syn_000087.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000088	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000088.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000088/tree/syn_000088.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000089	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000089.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000089/tree/syn_000089.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000090	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000090.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000090/tree/syn_000090.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000091	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000091.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000091/tree/syn_000091.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000092	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000092.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000092/tree/syn_000092.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000093	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000093.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000093/tree/syn_000093.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000094	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000094.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000094/tree/syn_000094.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000095	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000095.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000095/tree/syn_000095.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000096	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000096.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000096/tree/syn_000096.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000097	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000097.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000097/tree/syn_000097.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000098	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000098.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000098/tree/syn_000098.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000099	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000099.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000099/tree/syn_000099.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000100	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000100.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000100/tree/syn_000100.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000101	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000101.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000101/tree/syn_000101.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000102	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000102.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000102/tree/syn_000102.nwk	50	500		pf2-native-fixed	LG+G8	yes
syn_000103	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/msas/syn_000103.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_fixed/metadata/syn_000103/tree/syn_000103.nwk	50	500		pf2-native-fixed	LG+G8	yes
