msa_id	split	relative_path	tree_path	num_sequences	alignment_length	source_train_msa_id	sampling	model	indels
syn_000305	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000305.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000305/tree/syn_000305.nwk	4	182	1760	pf2-native-size-matched	LG+G8	yes
syn_000315	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000315.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000315/tree/syn_000315.nwk	4	561	5187	pf2-native-size-matched	LG+G8	yes
syn_000356	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000356.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000356/tree/syn_000356.nwk	4	927	3877	pf2-native-size-matched	LG+G8	yes
syn_000376	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000376.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000376/tree/syn_000376.nwk	4	225	5441	pf2-native-size-matched	LG+G8	yes
syn_000382	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000382.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000382/tree/syn_000382.nwk	4	126	7607	pf2-native-size-matched	LG+G8	yes
syn_000384	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000384.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000384/tree/syn_000384.nwk	4	658	5113	pf2-native-size-matched	LG+G8	yes
syn_000399	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000399.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000399/tree/syn_000399.nwk	4	149	5956	pf2-native-size-matched	LG+G8	yes
syn_000410	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000410.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000410/tree/syn_000410.nwk	4	96	6712	pf2-native-size-matched	LG+G8	yes
syn_000413	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000413.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000413/tree/syn_000413.nwk	4	1509	2949	pf2-native-size-matched	LG+G8	yes
syn_000429	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000429.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000429/tree/syn_000429.nwk	4	106	3371	pf2-native-size-matched	LG+G8	yes
syn_000430	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000430.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000430/tree/syn_000430.nwk	4	220	6899	pf2-native-size-matched	LG+G8	yes
syn_000452	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000452.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000452/tree/syn_000452.nwk	4	116	6708	pf2-native-size-matched	LG+G8	yes
syn_000466	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000466.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000466/tree/syn_000466.nwk	4	227	3277	pf2-native-size-matched	LG+G8	yes
syn_000468	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000468.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000468/tree/syn_000468.nwk	4	314	6316	pf2-native-size-matched	LG+G8	yes
syn_000479	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000479.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000479/tree/syn_000479.nwk	4	326	5410	pf2-native-size-matched	LG+G8	yes
syn_000494	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000494.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000494/tree/syn_000494.nwk	4	88	6938	pf2-native-size-matched	LG+G8	yes
syn_000496	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000496.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000496/tree/syn_000496.nwk	4	239	4912	pf2-native-size-matched	LG+G8	yes
syn_000507	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000507.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000507/tree/syn_000507.nwk	4	253	5497	pf2-native-size-matched	LG+G8	yes
syn_000514	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000514.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000514/tree/syn_000514.nwk	4	336	5574	pf2-native-size-matched	LG+G8	yes
syn_000534	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000534.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000534/tree/syn_000534.nwk	4	183	6797	pf2-native-size-matched	LG+G8	yes
syn_000543	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000543.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000543/tree/syn_000543.nwk	4	143	2743	pf2-native-size-matched	LG+G8	yes
syn_000546	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000546.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000546/tree/syn_000546.nwk	4	198	3267	pf2-native-size-matched	LG+G8	yes
syn_000551	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000551.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000551/tree/syn_000551.nwk	4	96	6712	pf2-native-size-matched	LG+G8	yes
syn_000572	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000572.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000572/tree/syn_000572.nwk	4	113	5204	pf2-native-size-matched	LG+G8	yes
syn_000578	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000578.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000578/tree/syn_000578.nwk	4	99	7170	pf2-native-size-matched	LG+G8	yes
syn_000588	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000588.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000588/tree/syn_000588.nwk	4	254	7074	pf2-native-size-matched	LG+G8	yes
syn_000598	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000598.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000598/tree/syn_000598.nwk	4	116	6708	pf2-native-size-matched	LG+G8	yes
syn_000610	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000610.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000610/tree/syn_000610.nwk	4	402	3893	pf2-native-size-matched	LG+G8	yes
syn_000626	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000626.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000626/tree/syn_000626.nwk	4	367	3049	pf2-native-size-matched	LG+G8	yes
syn_000649	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000649.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000649/tree/syn_000649.nwk	4	193	3844	pf2-native-size-matched	LG+G8	yes
syn_000654	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000654.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000654/tree/syn_000654.nwk	4	154	4137	pf2-native-size-matched	LG+G8	yes
syn_000676	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000676.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000676/tree/syn_000676.nwk	4	155	3499	pf2-native-size-matched	LG+G8	yes
syn_000714	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000714.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000714/tree/syn_000714.nwk	4	108	4065	pf2-native-size-matched	LG+G8	yes
syn_000718	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000718.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000718/tree/syn_000718.nwk	4	237	3935	pf2-native-size-matched	LG+G8	yes
syn_000723	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000723.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000723/tree/syn_000723.nwk	4	77	2724	pf2-native-size-matched	LG+G8	yes
syn_000729	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000729.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000729/tree/syn_000729.nwk	4	170	1919	pf2-native-size-matched	LG+G8	yes
syn_000743	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000743.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000743/tree/syn_000743.nwk	4	76	6272	pf2-native-size-matched	LG+G8	yes
syn_000746	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000746.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000746/tree/syn_000746.nwk	4	221	6171	pf2-native-size-matched	LG+G8	yes
syn_000753	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000753.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000753/tree/syn_000753.nwk	4	259	3750	pf2-native-size-matched	LG+G8	yes
syn_000764	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000764.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000764/tree/syn_000764.nwk	4	398	6793	pf2-native-size-matched	LG+G8	yes
syn_000783	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000783.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000783/tree/syn_000783.nwk	4	633	5722	pf2-native-size-matched	LG+G8	yes
syn_000790	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000790.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000790/tree/syn_000790.nwk	4	238	7584	pf2-native-size-matched	LG+G8	yes
syn_000791	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000791.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000791/tree/syn_000791.nwk	4	103	5067	pf2-native-size-matched	LG+G8	yes
syn_000796	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000796.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000796/tree/syn_000796.nwk	4	177	3712	pf2-native-size-matched	LG+G8	yes
syn_000812	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000812.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000812/tree/syn_000812.nwk	4	172	1582	pf2-native-size-matched	LG+G8	yes
syn_000815	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000815.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000815/tree/syn_000815.nwk	4	174	4075	pf2-native-size-matched	LG+G8	yes
syn_000821	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000821.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000821/tree/syn_000821.nwk	4	113	3359	pf2-native-size-matched	LG+G8	yes
syn_000826	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000826.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000826/tree/syn_000826.nwk	4	102	7431	pf2-native-size-matched	LG+G8	yes
syn_000831	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000831.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000831/tree/syn_000831.nwk	4	420	4743	pf2-native-size-matched	LG+G8	yes
syn_000843	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000843.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000843/tree/syn_000843.nwk	4	1020	5322	pf2-native-size-matched	LG+G8	yes
syn_000847	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000847.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000847/tree/syn_000847.nwk	4	69	3271	pf2-native-size-matched	LG+G8	yes
syn_000848	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000848.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000848/tree/syn_000848.nwk	4	326	5410	pf2-native-size-matched	LG+G8	yes
syn_000850	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000850.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000850/tree/syn_000850.nwk	4	105	5812	pf2-native-size-matched	LG+G8	yes
syn_000865	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000865.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000865/tree/syn_000865.nwk	4	89	7721	pf2-native-size-matched	LG+G8	yes
syn_000875	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000875.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000875/tree/syn_000875.nwk	4	70	5626	pf2-native-size-matched	LG+G8	yes
syn_000879	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000879.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000879/tree/syn_000879.nwk	4	231	4418	pf2-native-size-matched	LG+G8	yes
syn_000904	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000904.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000904/tree/syn_000904.nwk	4	301	2480	pf2-native-size-matched	LG+G8	yes
syn_000906	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000906.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000906/tree/syn_000906.nwk	4	129	2422	pf2-native-size-matched	LG+G8	yes
syn_000911	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000911.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000911/tree/syn_000911.nwk	4	342	1936	pf2-native-size-matched	LG+G8	yes
syn_000912	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000912.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000912/tree/syn_000912.nwk	4	231	3184	pf2-native-size-matched	LG+G8	yes
syn_000913	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000913.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000913/tree/syn_000913.nwk	4	298	6650	pf2-native-size-matched	LG+G8	yes
syn_000918	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000918.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000918/tree/syn_000918.nwk	4	205	6716	pf2-native-size-matched	LG+G8	yes
syn_000920	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000920.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000920/tree/syn_000920.nwk	4	235	2178	pf2-native-size-matched	LG+G8	yes
syn_000923	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000923.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000923/tree/syn_000923.nwk	4	324	4824	pf2-native-size-matched	LG+G8	yes
syn_000951	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000951.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000951/tree/syn_000951.nwk	4	265	1306	pf2-native-size-matched	LG+G8	yes
syn_000965	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000965.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000965/tree/syn_000965.nwk	4	30	5142	pf2-native-size-matched	LG+G8	yes
syn_000967	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000967.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000967/tree/syn_000967.nwk	4	97	3793	pf2-native-size-matched	LG+G8	yes
syn_000969	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000969.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000969/tree/syn_000969.nwk	4	421	3567	pf2-native-size-matched	LG+G8	yes
syn_000970	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000970.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000970/tree/syn_000970.nwk	4	55	7041	pf2-native-size-matched	LG+G8	yes
syn_000981	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000981.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000981/tree/syn_000981.nwk	4	382	5583	pf2-native-size-matched	LG+G8	yes
syn_000989	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000989.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000989/tree/syn_000989.nwk	4	412	5222	pf2-native-size-matched	LG+G8	yes
syn_000992	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_000992.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_000992/tree/syn_000992.nwk	4	103	6823	pf2-native-size-matched	LG+G8	yes
syn_001001	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_001001.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_001001/tree/syn_001001.nwk	4	179	1878	pf2-native-size-matched	LG+G8	yes
syn_001013	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_001013.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_001013/tree/syn_001013.nwk	4	479	5933	pf2-native-size-matched	LG+G8	yes
syn_001014	synthetic	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/msas/syn_001014.fa	runs/pandit_domain_adaptation/stage3_pf2_native_pca_size_matched/metadata/syn_001014/tree/syn_001014.nwk	4	49	2114	pf2-native-size-matched	LG+G8	yes
