profile,n_seq,n_sites,batch_size,dtype,status,rss_peak_gb,torch_max_allocated_gb,torch_max_reserved_gb,elapsed_sec,error,stderr
pf2-bayesnj-infer,50,250,1,fp32,ok,0.908203125,0.40787458419799805,0.416015625,0.9144394788891077,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,50,500,1,fp32,ok,1.24609375,0.7293343544006348,0.75390625,0.9134642444550991,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,50,1000,1,fp32,ok,1.919921875,1.375206470489502,1.427734375,0.9545783624053001,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,50,2000,1,fp32,ok,3.208984375,2.6676220893859863,2.716796875,1.0309546664357185,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,50,3000,1,fp32,ok,4.53515625,3.960254669189453,4.04296875,1.1431552432477474,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,50,4000,1,fp32,ok,5.84765625,5.253383636474609,5.35546875,1.3400260731577873,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,50,5000,1,fp32,ok,7.169921875,6.542789459228516,6.677734375,1.6079412996768951,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,50,10000,1,fp32,ok,13.74609375,13.001033782958984,13.25390625,3.542990894988179,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,100,1,fp32,ok,1.095703125,0.5832281112670898,0.603515625,1.901242846623063,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,250,1,fp32,ok,1.84375,1.3269968032836914,1.3515625,2.138939253985882,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,500,1,fp32,ok,3.11328125,2.568915367126465,2.62109375,2.2858037631958723,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,1000,1,fp32,ok,5.59375,5.053439140319824,5.1015625,2.3566480074077845,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,2000,1,fp32,ok,10.6171875,10.02257776260376,10.125,1.8653910718858242,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,3000,1,fp32,ok,15.63671875,14.988147735595703,15.14453125,2.921197021380067,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,4000,1,fp32,ok,20.650390625,19.95739221572876,20.158203125,3.3765153996646404,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,5000,1,fp32,ok,25.66796875,24.923655033111572,25.17578125,3.03534073010087,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,100,10000,1,fp32,ok,50.744140625,49.762232303619385,50.251953125,7.835843238979578,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,100,1,fp32,ok,1.703125,1.1929326057434082,1.2109375,3.3626306299120188,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,250,1,fp32,ok,3.365234375,2.8466076850891113,2.873046875,2.8963601533323526,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,500,1,fp32,ok,6.134765625,5.604853630065918,5.642578125,2.8010396659374237,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,1000,1,fp32,ok,11.69140625,11.119720935821533,11.19921875,3.6496193688362837,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,2000,1,fp32,ok,22.79296875,22.14505958557129,22.30078125,2.679953072220087,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,3000,1,fp32,ok,33.88671875,33.17541551589966,33.39453125,3.1406164802610874,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,4000,1,fp32,ok,44.98828125,44.20076274871826,44.49609375,4.518192395567894,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,5000,1,fp32,ok,56.08984375,55.22917985916138,55.59765625,4.564002262428403,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,150,10000,1,fp32,oom,2.84765625,nan,nan,nan,"CUDA out of memory. Tried to allocate 106.57 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.36 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.85 GiB memory in use. Of the allocated memory 2.36 GiB is allocated by PyTorch, and 9.23 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,100,1,fp32,ok,2.5625,2.0472683906555176,2.0703125,4.378059096634388,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,250,1,fp32,ok,5.5,4.966503620147705,5.0078125,2.8070415034890175,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,500,1,fp32,ok,10.3671875,9.83477783203125,9.875,4.056768011301756,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,1000,1,fp32,ok,20.15625,19.572669506072998,19.6640625,3.314068052917719,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,2000,1,fp32,ok,39.7265625,39.044593334198,39.234375,3.8231810461729765,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,3000,1,fp32,ok,59.29296875,58.51445960998535,58.80078125,4.192806139588356,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,4000,1,fp32,oom,2.169921875,nan,nan,nan,"CUDA out of memory. Tried to allocate 75.91 GiB. GPU 0 has a total capacity of 79.25 GiB of which 73.04 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.17 GiB memory in use. Of the allocated memory 1.30 GiB is allocated by PyTorch, and 392.90 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,5000,1,fp32,oom,3.5234375,nan,nan,nan,"CUDA out of memory. Tried to allocate 94.89 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.64 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.57 GiB memory in use. Of the allocated memory 1.61 GiB is allocated by PyTorch, and 490.87 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,200,10000,1,fp32,oom,6.46875,nan,nan,nan,"CUDA out of memory. Tried to allocate 189.78 GiB. GPU 0 has a total capacity of 79.25 GiB of which 70.65 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 4.56 GiB memory in use. Of the allocated memory 3.12 GiB is allocated by PyTorch, and 977.15 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,100,1,fp32,ok,3.697265625,3.1488685607910156,3.205078125,3.741324972361326,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,250,1,fp32,ok,8.21484375,7.689250946044922,7.72265625,3.9019914362579584,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,500,1,fp32,ok,15.794921875,15.263693809509277,15.302734375,3.897682724520564,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,1000,1,fp32,ok,31.017578125,30.41334581375122,30.525390625,4.1474043522030115,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,2000,1,fp32,ok,61.4375,60.71447038650513,60.9453125,5.000667795538902,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,3000,1,fp32,oom,2.0703125,nan,nan,nan,"CUDA out of memory. Tried to allocate 89.05 GiB. GPU 0 has a total capacity of 79.25 GiB of which 73.14 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.07 GiB memory in use. Of the allocated memory 1.24 GiB is allocated by PyTorch, and 354.58 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,4000,1,fp32,oom,2.568359375,nan,nan,nan,"CUDA out of memory. Tried to allocate 118.73 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.64 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.57 GiB memory in use. Of the allocated memory 1.62 GiB is allocated by PyTorch, and 476.37 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
