msa_id	split	tree_path	num_sequences	alignment_length	tree_bucket	num_tips	num_internal_nodes	num_branches	total_tree_length	mean_branch_length	median_branch_length	max_branch_length	mean_root_to_leaf_depth	median_root_to_leaf_depth	max_root_to_leaf_depth	mean_root_to_leaf_edges	median_root_to_leaf_edges	max_root_to_leaf_edges	tree_bucket_q_low	tree_bucket_q_high
152	train	data/zenodo_raw/data_pandit/aa/152/tree.152	48	526	long-tree	48	46	93	44.564225	0.479185215054	0.304057	2.328577	3.7566601875	4.216519	5.45382	7.75	8	12	5.951082	13.683736
153	train	data/zenodo_raw/data_pandit/aa/153/tree.153	130	241	long-tree	130	128	257	98.981014	0.385140132296	0.279672	3.014115	5.29260321538	5.3006045	7.60855	11.3307692308	12	19	5.951082	13.683736
154	train	data/zenodo_raw/data_pandit/aa/154/tree.154	10	78	short-tree	10	8	17	4.247303	0.249841352941	0.141388	1.207964	1.0456275	1.2191195	2.278199	3.9	4.5	6	5.951082	13.683736
158	train	data/zenodo_raw/data_pandit/aa/158/tree.158	19	351	long-tree	19	17	35	15.99163	0.456903714286	0.234571	1.928409	3.31743215789	3.556677	4.904068	5.15789473684	6	8	5.951082	13.683736
159	train	data/zenodo_raw/data_pandit/aa/159/tree.159	25	530	mid-tree	25	23	47	11.457628	0.243779319149	0.18252	1.240661	1.19593512	1.208427	2.104174	6.84	7	11	5.951082	13.683736
161	train	data/zenodo_raw/data_pandit/aa/161/tree.161	20	147	mid-tree	20	18	37	9.903993	0.267675486486	0.160985	2.269963	1.53993635	1.1717605	3.222366	4.75	5	7	5.951082	13.683736
163	train	data/zenodo_raw/data_pandit/aa/163/tree.163	48	127	long-tree	48	46	93	44.73035	0.480971505376	0.389835	2.07837	1.79661360417	1.6027705	4.803381	10.0625	11	15	5.951082	13.683736
167	train	data/zenodo_raw/data_pandit/aa/167/tree.167	22	65	long-tree	22	20	41	38.628196	0.942151121951	0.256567	5.608665	5.19962890909	5.3951975	8.41404	6.54545454545	6	12	5.951082	13.683736
168	train	data/zenodo_raw/data_pandit/aa/168/tree.168	122	616	long-tree	122	120	241	95.516421	0.396333697095	0.38412	2.351573	1.3235597541	1.221583	2.882175	9.39344262295	10	16	5.951082	13.683736
171	train	data/zenodo_raw/data_pandit/aa/171/tree.171	15	261	mid-tree	15	13	27	7.872967	0.29159137037	0.158925	1.90326	2.45657126667	2.708601	3.256795	5.06666666667	5	8	5.951082	13.683736
173	train	data/zenodo_raw/data_pandit/aa/173/tree.173	23	510	long-tree	23	21	43	34.065293	0.792216116279	0.439917	5.132583	2.80129378261	2.003916	8.412452	5.34782608696	5	8	5.951082	13.683736
174	train	data/zenodo_raw/data_pandit/aa/174/tree.174	21	185	long-tree	21	19	39	15.457513	0.396346487179	0.267564	1.703497	2.08040090476	2.025906	2.770604	5.33333333333	5	8	5.951082	13.683736
175	train	data/zenodo_raw/data_pandit/aa/175/tree.175	15	92	mid-tree	15	13	27	8.677605	0.321392777778	0.214684	1.479375	1.55932626667	1.408116	3.297086	6	7	10	5.951082	13.683736
176	train	data/zenodo_raw/data_pandit/aa/176/tree.176	75	239	long-tree	75	73	147	49.835648	0.339018013605	0.222796	1.539902	3.11444388	2.99045	4.41079	9.48	10	13	5.951082	13.683736
177	train	data/zenodo_raw/data_pandit/aa/177/tree.177	25	464	long-tree	25	23	47	20.6053	0.438410638298	0.294183	5.026106	1.9087386	1.575728	5.62312	6.08	7	10	5.951082	13.683736
178	train	data/zenodo_raw/data_pandit/aa/178/tree.178	62	94	long-tree	62	60	121	65.158313	0.538498454545	0.242031	9	2.40206470968	1.663812	10.328387	9.16129032258	9	13	5.951082	13.683736
180	train	data/zenodo_raw/data_pandit/aa/180/tree.180	11	571	short-tree	11	9	19	4.251463	0.223761210526	0.168841	0.564944	0.769948090909	0.692193	1.37856	3.72727272727	4	5	5.951082	13.683736
181	train	data/zenodo_raw/data_pandit/aa/181/tree.181	10	80	short-tree	10	8	17	2.766687	0.162746294118	0.119505	0.691915	0.4641465	0.4303025	1.082955	3.7	4	6	5.951082	13.683736
183	train	data/zenodo_raw/data_pandit/aa/183/tree.183	19	257	long-tree	19	17	35	24.017246	0.686207028571	0.485213	3.541242	2.20514984211	2.075823	3.549827	6.89473684211	7	13	5.951082	13.683736
184	train	data/zenodo_raw/data_pandit/aa/184/tree.184	19	44	mid-tree	19	17	35	7.470292	0.213436914286	0.098293	1.148524	0.741575105263	0.658674	1.575629	4.68421052632	5	6	5.951082	13.683736
187	train	data/zenodo_raw/data_pandit/aa/187/tree.187	226	379	long-tree	226	224	449	125.894011	0.280387552339	0.207484	2.033783	3.87782579204	4.0221175	6.622014	18.2920353982	19	28	5.951082	13.683736
189	train	data/zenodo_raw/data_pandit/aa/189/tree.189	12	105	mid-tree	12	10	21	7.297513	0.347500619048	0.293185	1.392216	1.30740575	1.369522	1.841311	4.5	4	8	5.951082	13.683736
191	train	data/zenodo_raw/data_pandit/aa/191/tree.191	21	232	mid-tree	21	19	39	6.313834	0.161893179487	0.125665	1.318643	0.680375190476	0.402119	2.212375	6.42857142857	7	10	5.951082	13.683736
192	train	data/zenodo_raw/data_pandit/aa/192/tree.192	30	58	long-tree	30	28	57	29.251795	0.513189385965	0.289817	2.781256	2.03195546667	1.997247	4.283237	6.7	7	10	5.951082	13.683736
194	train	data/zenodo_raw/data_pandit/aa/194/tree.194	79	290	long-tree	79	77	155	57.102093	0.3684006	0.286368	2.103497	1.68913334177	1.634101	3.145161	10.1518987342	10	16	5.951082	13.683736
195	train	data/zenodo_raw/data_pandit/aa/195/tree.195	21	408	mid-tree	21	19	39	8.596268	0.220417128205	0.14485	2.032759	1.10057071429	1.090767	3.080492	5	6	7	5.951082	13.683736
199	train	data/zenodo_raw/data_pandit/aa/199/tree.199	22	82	mid-tree	22	20	41	10.921812	0.266385658537	0.164536	1.89724	1.72368013636	1.3976335	3.787617	5.86363636364	5	11	5.951082	13.683736
201	train	data/zenodo_raw/data_pandit/aa/201/tree.201	23	187	long-tree	23	21	43	27.410648	0.637456930233	0.60566	1.940787	2.11294352174	2.411261	3.692969	6	6	9	5.951082	13.683736
202	train	data/zenodo_raw/data_pandit/aa/202/tree.202	19	345	long-tree	19	17	35	18.132356	0.518067314286	0.349331	2.054998	3.31662242105	4.300034	5.833289	6.42105263158	7	10	5.951082	13.683736
204	train	data/zenodo_raw/data_pandit/aa/204/tree.204	127	330	long-tree	127	125	251	53.605007	0.21356576494	0.153647	3.230667	2.00878119685	2.240656	5.024188	10.6614173228	11	17	5.951082	13.683736
205	train	data/zenodo_raw/data_pandit/aa/205/tree.205	15	642	mid-tree	15	13	27	10.984512	0.406833777778	0.252538	2.774196	1.244636	1.137723	2.774196	4.53333333333	4	8	5.951082	13.683736
206	train	data/zenodo_raw/data_pandit/aa/206/tree.206	95	204	long-tree	95	93	187	67.896604	0.36308344385	0.241124	1.904018	4.66533546316	3.339012	8.602712	18.2631578947	19	29	5.951082	13.683736
209	train	data/zenodo_raw/data_pandit/aa/209/tree.209	20	180	long-tree	20	18	37	20.344496	0.549851243243	0.486014	2.078823	2.1063771	2.221128	3.408951	6.65	8	10	5.951082	13.683736
210	train	data/zenodo_raw/data_pandit/aa/210/tree.210	10	42	short-tree	10	8	17	4.229828	0.248813411765	0.179717	1.306332	1.1385782	0.665259	2.433274	3.9	3.5	7	5.951082	13.683736
211	train	data/zenodo_raw/data_pandit/aa/211/tree.211	92	402	long-tree	92	90	181	70.096402	0.387272939227	0.279062	2.131202	4.49885817391	4.4890895	7.39184	9.47826086957	10	16	5.951082	13.683736
212	train	data/zenodo_raw/data_pandit/aa/212/tree.212	82	106	long-tree	82	80	161	59.004282	0.366486223602	0.221278	1.82972	4.88571384146	4.983147	6.618329	12.487804878	13	20	5.951082	13.683736
213	train	data/zenodo_raw/data_pandit/aa/213/tree.213	6	275	short-tree	6	4	9	3.108215	0.345357222222	0.287842	0.914774	1.01735766667	1.1823945	1.327849	2.5	2.5	4	5.951082	13.683736
214	train	data/zenodo_raw/data_pandit/aa/214/tree.214	20	282	long-tree	20	18	37	15.486882	0.418564378378	0.268575	1.288139	1.44475065	1.700685	1.95783	4.8	4	7	5.951082	13.683736
217	train	data/zenodo_raw/data_pandit/aa/217/tree.217	10	517	mid-tree	10	8	17	7.323905	0.430817941176	0.193117	1.463537	1.8977548	1.561672	3.44549	3.6	4	5	5.951082	13.683736
219	train	data/zenodo_raw/data_pandit/aa/219/tree.219	13	387	mid-tree	13	11	23	7.635812	0.331991826087	0.216085	1.539029	1.2973	1.087293	2.555951	4.46153846154	5	7	5.951082	13.683736
222	train	data/zenodo_raw/data_pandit/aa/222/tree.222	185	269	long-tree	185	183	367	109.789663	0.299154395095	0.203412	2.424181	3.17480632432	3.185642	5.401022	13.5891891892	15	21	5.951082	13.683736
226	train	data/zenodo_raw/data_pandit/aa/226/tree.226	19	343	long-tree	19	17	35	16.13659	0.461045428571	0.355172	2.207758	2.39015147368	2.630705	3.501667	6.42105263158	7	10	5.951082	13.683736
227	train	data/zenodo_raw/data_pandit/aa/227/tree.227	14	569	long-tree	14	12	25	13.932029	0.55728116	0.474343	1.954829	1.43261721429	1.4706315	1.954829	4.21428571429	4.5	6	5.951082	13.683736
228	train	data/zenodo_raw/data_pandit/aa/228/tree.228	8	255	mid-tree	8	6	13	7.891865	0.607066538462	0.41532	2.730295	1.435046375	1.309792	2.730295	2.625	3	3	5.951082	13.683736
229	train	data/zenodo_raw/data_pandit/aa/229/tree.229	200	218	long-tree	200	198	397	131.20535	0.330492065491	0.214168	3.082335	5.24132682	5.8572995	8.337862	17.86	18	29	5.951082	13.683736
232	train	data/zenodo_raw/data_pandit/aa/232/tree.232	20	140	mid-tree	20	18	37	12.014511	0.324716513514	0.214135	1.056766	2.1397743	2.40191	3.536561	5.45	6	9	5.951082	13.683736
233	train	data/zenodo_raw/data_pandit/aa/233/tree.233	19	142	mid-tree	19	17	35	12.810268	0.366007657143	0.164882	1.558106	1.15596052632	0.800744	2.675053	4.94736842105	5	8	5.951082	13.683736
