msa_id	split	relative_path	num_sequences	alignment_length	gap_bucket	gap_ratio	gappy_column_ratio_any	gappy_column_ratio_25	gappy_column_ratio_50	gap_run_count	mean_gap_run_length	median_gap_run_length	p90_gap_run_length	gap_bucket_q_low	gap_bucket_q_high
66	train	data_pandit/aa/66/data.66	37	138	mid-gap	0.130630630631	0.231884057971	0.18115942029	0.159420289855	347	1.92219020173	1	5	0.0592369477912	0.143665158371
67	train	data_pandit/aa/67/data.67	54	473	high-gap	0.423107039386	0.594080338266	0.475687103594	0.452431289641	1366	7.91142020498	5	18	0.0592369477912	0.143665158371
70	train	data_pandit/aa/70/data.70	54	158	high-gap	0.230309423347	0.322784810127	0.240506329114	0.240506329114	366	5.36885245902	2	15	0.0592369477912	0.143665158371
71	train	data_pandit/aa/71/data.71	52	313	high-gap	0.365138854755	0.651757188498	0.453674121406	0.392971246006	508	11.6988188976	5	42	0.0592369477912	0.143665158371
73	train	data_pandit/aa/73/data.73	67	246	high-gap	0.448185899769	0.723577235772	0.512195121951	0.487804878049	1617	4.56833642548	2	8	0.0592369477912	0.143665158371
74	train	data_pandit/aa/74/data.74	79	80	mid-gap	0.120094936709	0.25	0.125	0.1	394	1.92639593909	1	3	0.0592369477912	0.143665158371
75	train	data_pandit/aa/75/data.75	51	127	high-gap	0.2121352478	0.409448818898	0.251968503937	0.236220472441	297	4.62626262626	5	12	0.0592369477912	0.143665158371
76	train	data_pandit/aa/76/data.76	164	397	high-gap	0.449806475395	0.670025188917	0.586901763224	0.501259445844	2117	13.8337269721	7	39	0.0592369477912	0.143665158371
77	train	data_pandit/aa/77/data.77	42	423	mid-gap	0.113700326466	0.34988179669	0.130023640662	0.113475177305	868	2.32718894009	1	4	0.0592369477912	0.143665158371
78	train	data_pandit/aa/78/data.78	28	203	high-gap	0.251583391977	0.413793103448	0.261083743842	0.251231527094	526	2.71863117871	1	7	0.0592369477912	0.143665158371
80	train	data_pandit/aa/80/data.80	45	764	high-gap	0.610849331006	0.794502617801	0.689790575916	0.615183246073	956	21.9675732218	5	72	0.0592369477912	0.143665158371
81	train	data_pandit/aa/81/data.81	49	617	high-gap	0.266794562233	0.492706645057	0.306320907618	0.26904376013	1363	5.91782831988	2	11	0.0592369477912	0.143665158371
82	train	data_pandit/aa/82/data.82	80	92	high-gap	0.37839673913	0.586956521739	0.423913043478	0.402173913043	555	5.01801801802	5	8	0.0592369477912	0.143665158371
83	train	data_pandit/aa/83/data.83	51	122	mid-gap	0.117004178721	0.286885245902	0.172131147541	0.114754098361	357	2.03921568627	1	4	0.0592369477912	0.143665158371
84	train	data_pandit/aa/84/data.84	20	84	high-gap	0.207142857143	0.440476190476	0.321428571429	0.214285714286	92	3.78260869565	2	8	0.0592369477912	0.143665158371
85	train	data_pandit/aa/85/data.85	48	81	high-gap	0.224537037037	0.481481481481	0.283950617284	0.20987654321	497	1.75653923541	1	3	0.0592369477912	0.143665158371
87	train	data_pandit/aa/87/data.87	76	355	high-gap	0.39766493699	0.822535211268	0.456338028169	0.383098591549	2004	5.35379241517	4	12	0.0592369477912	0.143665158371
89	train	data_pandit/aa/89/data.89	126	285	high-gap	0.304010025063	0.543859649123	0.357894736842	0.298245614035	1801	6.06163242643	3	19	0.0592369477912	0.143665158371
90	train	data_pandit/aa/90/data.90	195	296	high-gap	0.395772695773	0.847972972973	0.442567567568	0.398648648649	3514	6.50085372795	5	15	0.0592369477912	0.143665158371
91	train	data_pandit/aa/91/data.91	20	99	high-gap	0.382828282828	0.515151515152	0.444444444444	0.444444444444	143	5.3006993007	3	13	0.0592369477912	0.143665158371
92	train	data_pandit/aa/92/data.92	69	215	high-gap	0.273811931244	0.586046511628	0.306976744186	0.26976744186	963	4.21806853583	4	8	0.0592369477912	0.143665158371
97	train	data_pandit/aa/97/data.97	84	403	high-gap	0.356876993974	0.732009925558	0.406947890819	0.342431761787	1871	6.45697487974	4	18	0.0592369477912	0.143665158371
98	train	data_pandit/aa/98/data.98	49	128	mid-gap	0.112085459184	0.234375	0.171875	0.0625	100	7.03	6	18	0.0592369477912	0.143665158371
100	train	data_pandit/aa/100/data.100	17	237	mid-gap	0.111690245719	0.227848101266	0.168776371308	0.0970464135021	112	4.01785714286	4	7	0.0592369477912	0.143665158371
102	train	data_pandit/aa/102/data.102	27	80	low-gap	0.0467592592593	0.0875	0.05	0.05	52	1.94230769231	2	2	0.0592369477912	0.143665158371
105	train	data_pandit/aa/105/data.105	22	291	mid-gap	0.0995001562012	0.202749140893	0.13058419244	0.0962199312715	196	3.25	2	7	0.0592369477912	0.143665158371
106	train	data_pandit/aa/106/data.106	169	347	high-gap	0.286428047678	0.625360230548	0.35446685879	0.273775216138	3598	4.66842690384	4	10	0.0592369477912	0.143665158371
107	train	data_pandit/aa/107/data.107	15	394	high-gap	0.193739424704	0.299492385787	0.236040609137	0.200507614213	148	7.73648648649	3	18	0.0592369477912	0.143665158371
109	train	data_pandit/aa/109/data.109	162	367	high-gap	0.389208463686	0.66757493188	0.455040871935	0.408719346049	4417	5.23884989812	3	10	0.0592369477912	0.143665158371
110	train	data_pandit/aa/110/data.110	11	298	low-gap	0.0192190359976	0.0604026845638	0.0436241610738	0.00671140939597	27	2.33333333333	2	2	0.0592369477912	0.143665158371
111	train	data_pandit/aa/111/data.111	23	155	high-gap	0.234221598878	0.503225806452	0.322580645161	0.238709677419	187	4.46524064171	2	14	0.0592369477912	0.143665158371
112	train	data_pandit/aa/112/data.112	24	524	mid-gap	0.122932569975	0.211832061069	0.139312977099	0.125954198473	333	4.64264264264	3	15	0.0592369477912	0.143665158371
113	train	data_pandit/aa/113/data.113	32	136	high-gap	0.153492647059	0.382352941176	0.132352941176	0.117647058824	120	5.56666666667	4	5	0.0592369477912	0.143665158371
114	train	data_pandit/aa/114/data.114	137	292	high-gap	0.336291370863	0.657534246575	0.421232876712	0.352739726027	2061	6.52741387676	5	17	0.0592369477912	0.143665158371
115	train	data_pandit/aa/115/data.115	41	625	high-gap	0.202848780488	0.3312	0.24	0.2224	941	5.52391073326	3	12	0.0592369477912	0.143665158371
116	train	data_pandit/aa/116/data.116	30	198	high-gap	0.187373737374	0.338383838384	0.262626262626	0.181818181818	201	5.53731343284	5	11	0.0592369477912	0.143665158371
117	train	data_pandit/aa/117/data.117	106	340	high-gap	0.223862375139	0.485294117647	0.288235294118	0.229411764706	2165	3.72655889145	2	8	0.0592369477912	0.143665158371
120	train	data_pandit/aa/120/data.120	26	28	low-gap	0.00274725274725	0.0357142857143	0	0	2	1	1	1	0.0592369477912	0.143665158371
125	train	data_pandit/aa/125/data.125	54	673	high-gap	0.437730449618	0.679049034175	0.520059435364	0.468053491828	1779	8.94210230467	7	18	0.0592369477912	0.143665158371
126	train	data_pandit/aa/126/data.126	25	181	low-gap	0.0132596685083	0.0497237569061	0.0110497237569	0.0110497237569	54	1.11111111111	1	1	0.0592369477912	0.143665158371
128	train	data_pandit/aa/128/data.128	21	80	high-gap	0.221428571429	0.3625	0.275	0.225	167	2.22754491018	1	6	0.0592369477912	0.143665158371
131	train	data_pandit/aa/131/data.131	150	194	high-gap	0.336701030928	0.690721649485	0.350515463918	0.345360824742	1864	5.25643776824	3	15	0.0592369477912	0.143665158371
134	train	data_pandit/aa/134/data.134	35	70	low-gap	0.0212244897959	0.0714285714286	0.0714285714286	0	22	2.36363636364	1	4	0.0592369477912	0.143665158371
136	train	data_pandit/aa/136/data.136	22	229	high-gap	0.199483922191	0.436681222707	0.235807860262	0.192139737991	277	3.62815884477	2	7	0.0592369477912	0.143665158371
139	train	data_pandit/aa/139/data.139	16	282	low-gap	0.0394503546099	0.120567375887	0.0496453900709	0.031914893617	103	1.72815533981	1	4	0.0592369477912	0.143665158371
140	train	data_pandit/aa/140/data.140	17	193	low-gap	0.0344407192929	0.113989637306	0.0310880829016	0.0310880829016	70	1.61428571429	1	3	0.0592369477912	0.143665158371
141	train	data_pandit/aa/141/data.141	130	690	high-gap	0.523779264214	0.808695652174	0.585507246377	0.533333333333	3530	13.309631728	9	29	0.0592369477912	0.143665158371
142	train	data_pandit/aa/142/data.142	31	546	high-gap	0.368013706723	0.545787545788	0.461538461538	0.406593406593	680	9.16029411765	5	27	0.0592369477912	0.143665158371
143	train	data_pandit/aa/143/data.143	25	344	mid-gap	0.0956976744186	0.244186046512	0.119186046512	0.101744186047	147	5.59863945578	3	21	0.0592369477912	0.143665158371
144	train	data_pandit/aa/144/data.144	11	272	high-gap	0.14672459893	0.268382352941	0.231617647059	0.139705882353	104	4.22115384615	3	9	0.0592369477912	0.143665158371
145	train	data_pandit/aa/145/data.145	31	568	high-gap	0.256303952749	0.431338028169	0.31161971831	0.276408450704	975	4.62871794872	1	8	0.0592369477912	0.143665158371
147	train	data_pandit/aa/147/data.147	67	513	high-gap	0.436996305025	0.674463937622	0.510721247563	0.461988304094	1534	9.79139504563	6	22	0.0592369477912	0.143665158371
148	train	data_pandit/aa/148/data.148	16	379	mid-gap	0.141160949868	0.316622691293	0.253298153034	0.11345646438	198	4.32323232323	2	15	0.0592369477912	0.143665158371
151	train	data_pandit/aa/151/data.151	28	329	low-gap	0.0196482848459	0.0516717325228	0.0243161094225	0.0182370820669	105	1.72380952381	1	4	0.0592369477912	0.143665158371
152	train	data_pandit/aa/152/data.152	48	526	high-gap	0.315866603295	0.532319391635	0.406844106464	0.313688212928	1195	6.67364016736	5	20	0.0592369477912	0.143665158371
153	train	data_pandit/aa/153/data.153	130	241	high-gap	0.429779763805	0.730290456432	0.489626556017	0.439834024896	1630	8.26073619632	4	23	0.0592369477912	0.143665158371
154	train	data_pandit/aa/154/data.154	10	78	low-gap	0.0294871794872	0.0641025641026	0.0384615384615	0.0384615384615	8	2.875	3	3	0.0592369477912	0.143665158371
158	train	data_pandit/aa/158/data.158	19	351	high-gap	0.270355375619	0.461538461538	0.339031339031	0.279202279202	310	5.81612903226	3	21	0.0592369477912	0.143665158371
159	train	data_pandit/aa/159/data.159	25	530	high-gap	0.224754716981	0.335849056604	0.258490566038	0.241509433962	328	9.07926829268	2	10	0.0592369477912	0.143665158371
161	train	data_pandit/aa/161/data.161	20	147	mid-gap	0.131972789116	0.244897959184	0.210884353741	0.170068027211	110	3.52727272727	2	9	0.0592369477912	0.143665158371
163	train	data_pandit/aa/163/data.163	48	127	high-gap	0.270341207349	0.456692913386	0.314960629921	0.267716535433	613	2.68841761827	2	4	0.0592369477912	0.143665158371
167	train	data_pandit/aa/167/data.167	22	65	low-gap	0.0237762237762	0.184615384615	0	0	8	4.25	4	7	0.0592369477912	0.143665158371
168	train	data_pandit/aa/168/data.168	122	616	high-gap	0.249973387268	0.530844155844	0.261363636364	0.25487012987	7522	2.49747407604	1	6	0.0592369477912	0.143665158371
171	train	data_pandit/aa/171/data.171	15	261	mid-gap	0.117496807152	0.180076628352	0.149425287356	0.126436781609	83	5.5421686747	2	14	0.0592369477912	0.143665158371
173	train	data_pandit/aa/173/data.173	23	510	high-gap	0.397357203751	0.509803921569	0.458823529412	0.421568627451	462	10.0887445887	4	35	0.0592369477912	0.143665158371
174	train	data_pandit/aa/174/data.174	21	185	high-gap	0.179665379665	0.237837837838	0.194594594595	0.194594594595	200	3.49	2	5	0.0592369477912	0.143665158371
175	train	data_pandit/aa/175/data.175	15	92	mid-gap	0.0746376811594	0.0978260869565	0.0869565217391	0.0760869565217	64	1.609375	2	2	0.0592369477912	0.143665158371
176	train	data_pandit/aa/176/data.176	75	239	high-gap	0.404853556485	0.661087866109	0.430962343096	0.418410041841	1497	4.84769539078	3	15	0.0592369477912	0.143665158371
177	train	data_pandit/aa/177/data.177	25	464	high-gap	0.240603448276	0.400862068966	0.282327586207	0.245689655172	569	4.90509666081	2	10	0.0592369477912	0.143665158371
178	train	data_pandit/aa/178/data.178	62	94	high-gap	0.182395332876	0.446808510638	0.18085106383	0.18085106383	361	2.94459833795	2	6	0.0592369477912	0.143665158371
180	train	data_pandit/aa/180/data.180	11	571	mid-gap	0.0749880592262	0.192644483363	0.0910683012259	0.0683012259194	102	4.61764705882	2	15	0.0592369477912	0.143665158371
181	train	data_pandit/aa/181/data.181	10	80	low-gap	0.01875	0.0375	0.025	0.0125	11	1.36363636364	1	2	0.0592369477912	0.143665158371
183	train	data_pandit/aa/183/data.183	19	257	high-gap	0.29920131067	0.439688715953	0.389105058366	0.326848249027	206	7.09223300971	5	15	0.0592369477912	0.143665158371
184	train	data_pandit/aa/184/data.184	19	44	mid-gap	0.113636363636	0.272727272727	0.25	0.0909090909091	52	1.82692307692	1	2	0.0592369477912	0.143665158371
187	train	data_pandit/aa/187/data.187	226	379	high-gap	0.599271487613	0.844327176781	0.656992084433	0.604221635884	2335	21.982869379	3	28	0.0592369477912	0.143665158371
189	train	data_pandit/aa/189/data.189	12	105	mid-gap	0.0928571428571	0.171428571429	0.142857142857	0.12380952381	43	2.72093023256	1	7	0.0592369477912	0.143665158371
191	train	data_pandit/aa/191/data.191	21	232	low-gap	0.0176518883415	0.0258620689655	0.0172413793103	0.0172413793103	46	1.86956521739	1	3	0.0592369477912	0.143665158371
192	train	data_pandit/aa/192/data.192	30	58	low-gap	0	0	0	0	0	0	0	0	0.0592369477912	0.143665158371
194	train	data_pandit/aa/194/data.194	79	290	high-gap	0.201265822785	0.320689655172	0.206896551724	0.203448275862	1655	2.78610271903	2	6	0.0592369477912	0.143665158371
195	train	data_pandit/aa/195/data.195	21	408	low-gap	0.0535714285714	0.0759803921569	0.0588235294118	0.0563725490196	175	2.62285714286	1	10	0.0592369477912	0.143665158371
199	train	data_pandit/aa/199/data.199	22	82	low-gap	0.0288248337029	0.134146341463	0.0121951219512	0.0121951219512	23	2.26086956522	1	3	0.0592369477912	0.143665158371
201	train	data_pandit/aa/201/data.201	23	187	high-gap	0.173215531272	0.352941176471	0.208556149733	0.176470588235	225	3.31111111111	1	10	0.0592369477912	0.143665158371
202	train	data_pandit/aa/202/data.202	19	345	mid-gap	0.0980930587338	0.284057971014	0.16231884058	0.0869565217391	224	2.87053571429	2	6	0.0592369477912	0.143665158371
204	train	data_pandit/aa/204/data.204	127	330	high-gap	0.269315199236	0.484848484848	0.306060606061	0.266666666667	3178	3.55160478288	2	8	0.0592369477912	0.143665158371
205	train	data_pandit/aa/205/data.205	15	642	high-gap	0.1502596054	0.242990654206	0.179127725857	0.165109034268	200	7.235	3	21	0.0592369477912	0.143665158371
206	train	data_pandit/aa/206/data.206	95	204	high-gap	0.299845201238	0.573529411765	0.328431372549	0.294117647059	918	6.33006535948	3	28	0.0592369477912	0.143665158371
209	train	data_pandit/aa/209/data.209	20	180	low-gap	0.0441666666667	0.0888888888889	0.05	0.0444444444444	82	1.93902439024	2	3	0.0592369477912	0.143665158371
210	train	data_pandit/aa/210/data.210	10	42	low-gap	0.047619047619	0.119047619048	0.119047619048	0	4	5	5	5	0.0592369477912	0.143665158371
211	train	data_pandit/aa/211/data.211	92	402	high-gap	0.443813540991	0.676616915423	0.504975124378	0.467661691542	1315	12.4821292776	4	18	0.0592369477912	0.143665158371
212	train	data_pandit/aa/212/data.212	82	106	high-gap	0.145421076852	0.301886792453	0.169811320755	0.150943396226	328	3.85365853659	1	9	0.0592369477912	0.143665158371
213	train	data_pandit/aa/213/data.213	6	275	low-gap	0.0363636363636	0.101818181818	0.0472727272727	0.0254545454545	20	3	2	5	0.0592369477912	0.143665158371
214	train	data_pandit/aa/214/data.214	20	282	mid-gap	0.0978723404255	0.251773049645	0.127659574468	0.102836879433	173	3.19075144509	2	8	0.0592369477912	0.143665158371
217	train	data_pandit/aa/217/data.217	10	517	low-gap	0.0497098646035	0.104448742747	0.0870406189555	0.0425531914894	92	2.79347826087	2	6	0.0592369477912	0.143665158371
219	train	data_pandit/aa/219/data.219	13	387	mid-gap	0.0952096998609	0.129198966408	0.113695090439	0.103359173127	129	3.71317829457	2	6	0.0592369477912	0.143665158371
222	train	data_pandit/aa/222/data.222	185	269	high-gap	0.318054857832	0.598513011152	0.330855018587	0.301115241636	7762	2.03916516362	2	3	0.0592369477912	0.143665158371
226	train	data_pandit/aa/226/data.226	19	343	high-gap	0.148227712137	0.282798833819	0.180758017493	0.160349854227	157	6.15286624204	2	16	0.0592369477912	0.143665158371
227	train	data_pandit/aa/227/data.227	14	569	high-gap	0.188927943761	0.342706502636	0.226713532513	0.203866432337	274	5.49270072993	3	13	0.0592369477912	0.143665158371
228	train	data_pandit/aa/228/data.228	8	255	mid-gap	0.068137254902	0.160784313725	0.105882352941	0.0588235294118	47	2.95744680851	2	5	0.0592369477912	0.143665158371
229	train	data_pandit/aa/229/data.229	200	218	high-gap	0.583233944954	0.862385321101	0.697247706422	0.655963302752	1389	18.3074154068	7	67	0.0592369477912	0.143665158371
232	train	data_pandit/aa/232/data.232	20	140	high-gap	0.196071428571	0.271428571429	0.257142857143	0.25	39	14.0769230769	3	33	0.0592369477912	0.143665158371
233	train	data_pandit/aa/233/data.233	19	142	mid-gap	0.134544106746	0.204225352113	0.140845070423	0.140845070423	124	2.92741935484	3	6	0.0592369477912	0.143665158371
234	train	data_pandit/aa/234/data.234	16	167	high-gap	0.163922155689	0.245508982036	0.203592814371	0.179640718563	134	3.26865671642	2	5	0.0592369477912	0.143665158371
236	train	data_pandit/aa/236/data.236	16	165	high-gap	0.211363636364	0.393939393939	0.248484848485	0.230303030303	163	3.42331288344	2	7	0.0592369477912	0.143665158371
237	train	data_pandit/aa/237/data.237	6	423	mid-gap	0.135145784082	0.238770685579	0.184397163121	0.163120567376	50	6.86	4.5	14	0.0592369477912	0.143665158371
239	train	data_pandit/aa/239/data.239	16	242	low-gap	0.0278925619835	0.0909090909091	0.0330578512397	0.0247933884298	49	2.20408163265	2	3	0.0592369477912	0.143665158371
242	train	data_pandit/aa/242/data.242	67	402	high-gap	0.284695923368	0.490049751244	0.360696517413	0.300995024876	1314	5.83561643836	3	11	0.0592369477912	0.143665158371
244	train	data_pandit/aa/244/data.244	21	140	high-gap	0.292176870748	0.342857142857	0.314285714286	0.314285714286	80	10.7375	9	21	0.0592369477912	0.143665158371
245	train	data_pandit/aa/245/data.245	19	549	high-gap	0.209567634934	0.366120218579	0.27868852459	0.227686703097	485	4.50721649485	3	11	0.0592369477912	0.143665158371
248	train	data_pandit/aa/248/data.248	184	253	high-gap	0.620080769892	0.826086956522	0.644268774704	0.624505928854	3016	9.57095490716	6	25	0.0592369477912	0.143665158371
249	train	data_pandit/aa/249/data.249	12	118	low-gap	0.0529661016949	0.110169491525	0.0932203389831	0.0762711864407	35	2.14285714286	2	4	0.0592369477912	0.143665158371
251	train	data_pandit/aa/251/data.251	27	396	high-gap	0.596427235316	0.881313131313	0.782828282828	0.666666666667	233	27.3690987124	13	65	0.0592369477912	0.143665158371
252	train	data_pandit/aa/252/data.252	94	240	high-gap	0.411657801418	0.741666666667	0.483333333333	0.420833333333	793	11.711223203	4	55	0.0592369477912	0.143665158371
255	train	data_pandit/aa/255/data.255	11	389	mid-gap	0.132507595233	0.25706940874	0.205655526992	0.195372750643	113	5.01769911504	3	13	0.0592369477912	0.143665158371
256	train	data_pandit/aa/256/data.256	57	348	high-gap	0.315234926396	0.505747126437	0.373563218391	0.330459770115	500	12.506	5	32	0.0592369477912	0.143665158371
257	train	data_pandit/aa/257/data.257	14	408	high-gap	0.181897759104	0.308823529412	0.254901960784	0.203431372549	221	4.70135746606	3	13	0.0592369477912	0.143665158371
258	train	data_pandit/aa/258/data.258	13	191	mid-gap	0.0741039065646	0.130890052356	0.104712041885	0.0994764397906	63	2.92063492063	2	6	0.0592369477912	0.143665158371
261	train	data_pandit/aa/261/data.261	13	299	low-gap	0.0565989194752	0.123745819398	0.0735785953177	0.0635451505017	97	2.26804123711	2	4	0.0592369477912	0.143665158371
263	train	data_pandit/aa/263/data.263	201	548	high-gap	0.682990158696	0.906934306569	0.726277372263	0.691605839416	4046	18.5936727632	3	34	0.0592369477912	0.143665158371
265	train	data_pandit/aa/265/data.265	16	34	mid-gap	0.115808823529	0.205882352941	0.117647058824	0.117647058824	14	4.5	4	7	0.0592369477912	0.143665158371
266	train	data_pandit/aa/266/data.266	43	186	low-gap	0.0590147536884	0.188172043011	0.0752688172043	0.0483870967742	222	2.12612612613	2	4	0.0592369477912	0.143665158371
268	train	data_pandit/aa/268/data.268	35	506	high-gap	0.180914737436	0.383399209486	0.243083003953	0.175889328063	911	3.51701427003	3	8	0.0592369477912	0.143665158371
270	train	data_pandit/aa/270/data.270	9	112	low-gap	0.0396825396825	0.116071428571	0.0803571428571	0.00892857142857	9	4.44444444444	1	9	0.0592369477912	0.143665158371
271	train	data_pandit/aa/271/data.271	55	220	high-gap	0.430991735537	0.540909090909	0.509090909091	0.5	337	15.4747774481	7	57	0.0592369477912	0.143665158371
272	train	data_pandit/aa/272/data.272	13	65	low-gap	0.0295857988166	0.107692307692	0.0307692307692	0.0307692307692	21	1.19047619048	1	1	0.0592369477912	0.143665158371
274	train	data_pandit/aa/274/data.274	12	407	mid-gap	0.102375102375	0.329238329238	0.169533169533	0.0835380835381	159	3.14465408805	2	6	0.0592369477912	0.143665158371
278	train	data_pandit/aa/278/data.278	17	143	low-gap	0.0300287947347	0.118881118881	0.027972027972	0.020979020979	63	1.15873015873	1	1	0.0592369477912	0.143665158371
279	train	data_pandit/aa/279/data.279	11	344	high-gap	0.157505285412	0.279069767442	0.229651162791	0.165697674419	172	3.46511627907	2	6	0.0592369477912	0.143665158371
280	train	data_pandit/aa/280/data.280	256	549	high-gap	0.627077641166	0.959927140255	0.750455373406	0.650273224044	4741	18.5893271462	4	44	0.0592369477912	0.143665158371
281	train	data_pandit/aa/281/data.281	20	135	mid-gap	0.118888888889	0.192592592593	0.162962962963	0.125925925926	64	5.015625	3	9	0.0592369477912	0.143665158371
282	train	data_pandit/aa/282/data.282	21	283	mid-gap	0.0900218744742	0.197879858657	0.0989399293286	0.0812720848057	206	2.59708737864	2	6	0.0592369477912	0.143665158371
283	train	data_pandit/aa/283/data.283	97	436	high-gap	0.302681358176	0.56880733945	0.385321100917	0.309633027523	2208	5.79755434783	4	10	0.0592369477912	0.143665158371
284	train	data_pandit/aa/284/data.284	6	126	low-gap	0.010582010582	0.031746031746	0.00793650793651	0.00793650793651	6	1.33333333333	1	1	0.0592369477912	0.143665158371
285	train	data_pandit/aa/285/data.285	205	314	high-gap	0.559297809539	0.802547770701	0.601910828025	0.576433121019	1707	21.0908025776	10	48	0.0592369477912	0.143665158371
286	train	data_pandit/aa/286/data.286	85	404	high-gap	0.263686662784	0.566831683168	0.304455445545	0.267326732673	1912	4.73587866109	2	13	0.0592369477912	0.143665158371
