msa_id	num_sequences	alignment_length	pair_count	node_count	total_flash_mib
pandit_like_050041	226	379	25425	451	47493.4
pandit_like_050906	226	379	25425	451	47493.4
pandit_like_052514	226	379	25425	451	47493.4
pandit_like_053279	226	379	25425	451	47493.4
pandit_like_055882	226	379	25425	451	47493.4
pandit_like_071889	226	379	25425	451	47493.4
pandit_like_072658	226	379	25425	451	47493.4
pandit_like_082753	226	379	25425	451	47493.4
pandit_like_095612	226	379	25425	451	47493.4
pandit_like_095852	226	379	25425	451	47493.4
pandit_like_110944	226	379	25425	451	47493.4
pandit_like_112779	226	379	25425	451	47493.4
pandit_like_118607	226	379	25425	451	47493.4
pandit_like_130671	226	379	25425	451	47493.4
pandit_like_130919	226	379	25425	451	47493.4
pandit_like_138895	226	379	25425	451	47493.4
pandit_like_144795	226	379	25425	451	47493.4
pandit_like_149199	226	379	25425	451	47493.4
pandit_like_150387	226	379	25425	451	47493.4
pandit_like_154733	226	379	25425	451	47493.4
pandit_like_154861	226	379	25425	451	47493.4
pandit_like_155388	226	379	25425	451	47493.4
pandit_like_164010	226	379	25425	451	47493.4
pandit_like_165871	226	379	25425	451	47493.4
pandit_like_171270	226	379	25425	451	47493.4
pandit_like_171958	226	379	25425	451	47493.4
pandit_like_177529	226	379	25425	451	47493.4
pandit_like_178327	226	379	25425	451	47493.4
pandit_like_179319	226	379	25425	451	47493.4
pandit_like_179562	226	379	25425	451	47493.4
pandit_like_180805	226	379	25425	451	47493.4
pandit_like_182856	226	379	25425	451	47493.4
pandit_like_183624	226	379	25425	451	47493.4
pandit_like_186520	226	379	25425	451	47493.4
pandit_like_188716	226	379	25425	451	47493.4
pandit_like_192773	226	379	25425	451	47493.4
pandit_like_197262	226	379	25425	451	47493.4
pandit_like_198578	226	379	25425	451	47493.4
pandit_like_199149	226	379	25425	451	47493.4
pandit_like_199298	226	379	25425	451	47493.4
pandit_like_005497	174	1003	15051	347	46533.9
pandit_like_013551	174	1003	15051	347	46533.9
pandit_like_016175	174	1003	15051	347	46533.9
pandit_like_019364	174	1003	15051	347	46533.9
pandit_like_020596	174	1003	15051	347	46533.9
pandit_like_022858	174	1003	15051	347	46533.9
pandit_like_028813	174	1003	15051	347	46533.9
pandit_like_032185	174	1003	15051	347	46533.9
pandit_like_050878	174	1003	15051	347	46533.9
pandit_like_053840	174	1003	15051	347	46533.9
pandit_like_059630	174	1003	15051	347	46533.9
pandit_like_069610	174	1003	15051	347	46533.9
pandit_like_072227	174	1003	15051	347	46533.9
pandit_like_072526	174	1003	15051	347	46533.9
pandit_like_079012	174	1003	15051	347	46533.9
pandit_like_088249	174	1003	15051	347	46533.9
pandit_like_089085	174	1003	15051	347	46533.9
pandit_like_095543	174	1003	15051	347	46533.9
pandit_like_097539	174	1003	15051	347	46533.9
pandit_like_099194	174	1003	15051	347	46533.9
pandit_like_099583	174	1003	15051	347	46533.9
pandit_like_101727	174	1003	15051	347	46533.9
pandit_like_102153	174	1003	15051	347	46533.9
pandit_like_112750	174	1003	15051	347	46533.9
pandit_like_114512	174	1003	15051	347	46533.9
pandit_like_116489	174	1003	15051	347	46533.9
pandit_like_121314	174	1003	15051	347	46533.9
pandit_like_124787	174	1003	15051	347	46533.9
pandit_like_132128	174	1003	15051	347	46533.9
pandit_like_133718	174	1003	15051	347	46533.9
pandit_like_133872	174	1003	15051	347	46533.9
pandit_like_134945	174	1003	15051	347	46533.9
pandit_like_138295	174	1003	15051	347	46533.9
pandit_like_144521	174	1003	15051	347	46533.9
pandit_like_146906	174	1003	15051	347	46533.9
pandit_like_148739	174	1003	15051	347	46533.9
pandit_like_149638	174	1003	15051	347	46533.9
pandit_like_153449	174	1003	15051	347	46533.9
pandit_like_153924	174	1003	15051	347	46533.9
pandit_like_154892	174	1003	15051	347	46533.9
pandit_like_161871	174	1003	15051	347	46533.9
pandit_like_169572	174	1003	15051	347	46533.9
pandit_like_171187	174	1003	15051	347	46533.9
pandit_like_171252	174	1003	15051	347	46533.9
pandit_like_173424	174	1003	15051	347	46533.9
pandit_like_174143	174	1003	15051	347	46533.9
pandit_like_177663	174	1003	15051	347	46533.9
pandit_like_178719	174	1003	15051	347	46533.9
pandit_like_190881	174	1003	15051	347	46533.9
pandit_like_190962	174	1003	15051	347	46533.9
pandit_like_192079	174	1003	15051	347	46533.9
pandit_like_192522	174	1003	15051	347	46533.9
pandit_like_006705	201	548	20100	401	43070.6
pandit_like_013834	201	548	20100	401	43070.6
pandit_like_014124	201	548	20100	401	43070.6
pandit_like_015312	201	548	20100	401	43070.6
pandit_like_015653	201	548	20100	401	43070.6
pandit_like_028837	201	548	20100	401	43070.6
pandit_like_030539	201	548	20100	401	43070.6
pandit_like_034134	201	548	20100	401	43070.6
pandit_like_036502	201	548	20100	401	43070.6
pandit_like_037605	201	548	20100	401	43070.6
pandit_like_037813	201	548	20100	401	43070.6
pandit_like_050398	201	548	20100	401	43070.6
pandit_like_055123	201	548	20100	401	43070.6
pandit_like_057364	201	548	20100	401	43070.6
pandit_like_063125	201	548	20100	401	43070.6
pandit_like_064075	201	548	20100	401	43070.6
pandit_like_064351	201	548	20100	401	43070.6
pandit_like_068490	201	548	20100	401	43070.6
pandit_like_072705	201	548	20100	401	43070.6
pandit_like_073012	201	548	20100	401	43070.6
pandit_like_073465	201	548	20100	401	43070.6
pandit_like_078932	201	548	20100	401	43070.6
pandit_like_079810	201	548	20100	401	43070.6
pandit_like_088480	201	548	20100	401	43070.6
pandit_like_091464	201	548	20100	401	43070.6
pandit_like_091483	201	548	20100	401	43070.6
pandit_like_094175	201	548	20100	401	43070.6
pandit_like_094744	201	548	20100	401	43070.6
pandit_like_100731	201	548	20100	401	43070.6
pandit_like_102334	201	548	20100	401	43070.6
pandit_like_103411	201	548	20100	401	43070.6
pandit_like_105589	201	548	20100	401	43070.6
pandit_like_105662	201	548	20100	401	43070.6
pandit_like_110291	201	548	20100	401	43070.6
pandit_like_121374	201	548	20100	401	43070.6
pandit_like_121683	201	548	20100	401	43070.6
pandit_like_125736	201	548	20100	401	43070.6
pandit_like_130253	201	548	20100	401	43070.6
pandit_like_130556	201	548	20100	401	43070.6
pandit_like_137230	201	548	20100	401	43070.6
pandit_like_140867	201	548	20100	401	43070.6
pandit_like_151043	201	548	20100	401	43070.6
pandit_like_152368	201	548	20100	401	43070.6
pandit_like_159748	201	548	20100	401	43070.6
pandit_like_160542	201	548	20100	401	43070.6
pandit_like_161934	201	548	20100	401	43070.6
pandit_like_163540	201	548	20100	401	43070.6
pandit_like_168448	201	548	20100	401	43070.6
pandit_like_168528	201	548	20100	401	43070.6
pandit_like_170977	201	548	20100	401	43070.6
pandit_like_174170	201	548	20100	401	43070.6
pandit_like_177114	201	548	20100	401	43070.6
pandit_like_179629	201	548	20100	401	43070.6
pandit_like_194991	201	548	20100	401	43070.6
pandit_like_199030	201	548	20100	401	43070.6
pandit_like_001689	157	994	12246	313	38655.8
pandit_like_007460	157	994	12246	313	38655.8
pandit_like_010900	157	994	12246	313	38655.8
pandit_like_011100	157	994	12246	313	38655.8
pandit_like_014114	157	994	12246	313	38655.8
pandit_like_016402	157	994	12246	313	38655.8
pandit_like_027877	157	994	12246	313	38655.8
pandit_like_031425	157	994	12246	313	38655.8
pandit_like_038361	157	994	12246	313	38655.8
pandit_like_038661	157	994	12246	313	38655.8
pandit_like_040523	157	994	12246	313	38655.8
pandit_like_041591	157	994	12246	313	38655.8
pandit_like_043923	157	994	12246	313	38655.8
pandit_like_046026	157	994	12246	313	38655.8
pandit_like_049483	157	994	12246	313	38655.8
pandit_like_051062	157	994	12246	313	38655.8
pandit_like_056660	157	994	12246	313	38655.8
pandit_like_060427	157	994	12246	313	38655.8
pandit_like_065305	157	994	12246	313	38655.8
pandit_like_072183	157	994	12246	313	38655.8
pandit_like_078201	157	994	12246	313	38655.8
pandit_like_083235	157	994	12246	313	38655.8
pandit_like_091261	157	994	12246	313	38655.8
pandit_like_092662	157	994	12246	313	38655.8
pandit_like_099800	157	994	12246	313	38655.8
pandit_like_100400	157	994	12246	313	38655.8
pandit_like_112180	157	994	12246	313	38655.8
pandit_like_119826	157	994	12246	313	38655.8
pandit_like_124502	157	994	12246	313	38655.8
pandit_like_129445	157	994	12246	313	38655.8
pandit_like_134676	157	994	12246	313	38655.8
pandit_like_135488	157	994	12246	313	38655.8
pandit_like_141344	157	994	12246	313	38655.8
pandit_like_142028	157	994	12246	313	38655.8
pandit_like_142829	157	994	12246	313	38655.8
pandit_like_160414	157	994	12246	313	38655.8
pandit_like_181048	157	994	12246	313	38655.8
pandit_like_181855	157	994	12246	313	38655.8
pandit_like_182088	157	994	12246	313	38655.8
pandit_like_183725	157	994	12246	313	38655.8
pandit_like_194213	157	994	12246	313	38655.8
pandit_like_198761	157	994	12246	313	38655.8
pandit_like_004377	171	696	14535	341	35684.3
pandit_like_005334	171	696	14535	341	35684.3
pandit_like_009813	171	696	14535	341	35684.3
pandit_like_011324	171	696	14535	341	35684.3
pandit_like_011866	171	696	14535	341	35684.3
pandit_like_015414	171	696	14535	341	35684.3
pandit_like_017663	171	696	14535	341	35684.3
pandit_like_019925	171	696	14535	341	35684.3
pandit_like_021933	171	696	14535	341	35684.3
pandit_like_022105	171	696	14535	341	35684.3
pandit_like_028181	171	696	14535	341	35684.3
pandit_like_028406	171	696	14535	341	35684.3
pandit_like_039614	171	696	14535	341	35684.3
pandit_like_043781	171	696	14535	341	35684.3
pandit_like_046637	171	696	14535	341	35684.3
pandit_like_050227	171	696	14535	341	35684.3
pandit_like_053710	171	696	14535	341	35684.3
pandit_like_059040	171	696	14535	341	35684.3
pandit_like_059269	171	696	14535	341	35684.3
pandit_like_059973	171	696	14535	341	35684.3
pandit_like_060326	171	696	14535	341	35684.3
pandit_like_062507	171	696	14535	341	35684.3
pandit_like_073180	171	696	14535	341	35684.3
pandit_like_075491	171	696	14535	341	35684.3
pandit_like_075926	171	696	14535	341	35684.3
pandit_like_082916	171	696	14535	341	35684.3
pandit_like_089605	171	696	14535	341	35684.3
pandit_like_090821	171	696	14535	341	35684.3
pandit_like_101574	171	696	14535	341	35684.3
pandit_like_104499	171	696	14535	341	35684.3
pandit_like_105549	171	696	14535	341	35684.3
pandit_like_106737	171	696	14535	341	35684.3
pandit_like_112337	171	696	14535	341	35684.3
pandit_like_121208	171	696	14535	341	35684.3
pandit_like_131643	171	696	14535	341	35684.3
pandit_like_142662	171	696	14535	341	35684.3
pandit_like_142692	171	696	14535	341	35684.3
pandit_like_142990	171	696	14535	341	35684.3
pandit_like_145662	171	696	14535	341	35684.3
pandit_like_149633	171	696	14535	341	35684.3
pandit_like_152984	171	696	14535	341	35684.3
pandit_like_155593	171	696	14535	341	35684.3
pandit_like_155629	171	696	14535	341	35684.3
pandit_like_156798	171	696	14535	341	35684.3
pandit_like_157104	171	696	14535	341	35684.3
pandit_like_157476	171	696	14535	341	35684.3
pandit_like_160798	171	696	14535	341	35684.3
pandit_like_161243	171	696	14535	341	35684.3
pandit_like_163950	171	696	14535	341	35684.3
pandit_like_170270	171	696	14535	341	35684.3
pandit_like_172177	171	696	14535	341	35684.3
pandit_like_182747	171	696	14535	341	35684.3
pandit_like_186564	171	696	14535	341	35684.3
pandit_like_190990	171	696	14535	341	35684.3
pandit_like_198485	171	696	14535	341	35684.3
pandit_like_198834	171	696	14535	341	35684.3
pandit_like_199082	171	696	14535	341	35684.3
pandit_like_008889	205	314	20910	409	35642.6
pandit_like_021696	205	314	20910	409	35642.6
pandit_like_022619	205	314	20910	409	35642.6
pandit_like_025521	205	314	20910	409	35642.6
pandit_like_036385	205	314	20910	409	35642.6
pandit_like_041508	205	314	20910	409	35642.6
pandit_like_042622	205	314	20910	409	35642.6
pandit_like_043877	205	314	20910	409	35642.6
pandit_like_044098	205	314	20910	409	35642.6
pandit_like_048083	205	314	20910	409	35642.6
pandit_like_065026	205	314	20910	409	35642.6
pandit_like_065612	205	314	20910	409	35642.6
pandit_like_073410	205	314	20910	409	35642.6
pandit_like_076009	205	314	20910	409	35642.6
pandit_like_076619	205	314	20910	409	35642.6
pandit_like_088874	205	314	20910	409	35642.6
pandit_like_092942	205	314	20910	409	35642.6
pandit_like_101256	205	314	20910	409	35642.6
pandit_like_113964	205	314	20910	409	35642.6
pandit_like_117034	205	314	20910	409	35642.6
pandit_like_121104	205	314	20910	409	35642.6
pandit_like_125150	205	314	20910	409	35642.6
pandit_like_135073	205	314	20910	409	35642.6
pandit_like_135518	205	314	20910	409	35642.6
pandit_like_135895	205	314	20910	409	35642.6
pandit_like_146740	205	314	20910	409	35642.6
pandit_like_148811	205	314	20910	409	35642.6
pandit_like_151470	205	314	20910	409	35642.6
pandit_like_165775	205	314	20910	409	35642.6
pandit_like_168225	205	314	20910	409	35642.6
pandit_like_168674	205	314	20910	409	35642.6
pandit_like_184900	205	314	20910	409	35642.6
pandit_like_185014	205	314	20910	409	35642.6
pandit_like_187076	205	314	20910	409	35642.6
pandit_like_187410	205	314	20910	409	35642.6
pandit_like_188869	205	314	20910	409	35642.6
pandit_like_001644	195	296	18915	389	31203.2
pandit_like_005951	195	296	18915	389	31203.2
pandit_like_006637	195	296	18915	389	31203.2
pandit_like_007059	195	296	18915	389	31203.2
pandit_like_013005	195	296	18915	389	31203.2
pandit_like_016010	195	296	18915	389	31203.2
pandit_like_017853	195	296	18915	389	31203.2
pandit_like_018803	195	296	18915	389	31203.2
pandit_like_025627	195	296	18915	389	31203.2
pandit_like_027746	195	296	18915	389	31203.2
pandit_like_028174	195	296	18915	389	31203.2
pandit_like_038151	195	296	18915	389	31203.2
pandit_like_043318	195	296	18915	389	31203.2
pandit_like_043854	195	296	18915	389	31203.2
pandit_like_051510	195	296	18915	389	31203.2
pandit_like_056672	195	296	18915	389	31203.2
pandit_like_064516	195	296	18915	389	31203.2
pandit_like_068286	195	296	18915	389	31203.2
pandit_like_073536	195	296	18915	389	31203.2
pandit_like_074903	195	296	18915	389	31203.2
pandit_like_075501	195	296	18915	389	31203.2
pandit_like_075897	195	296	18915	389	31203.2
pandit_like_095608	195	296	18915	389	31203.2
pandit_like_099943	195	296	18915	389	31203.2
pandit_like_101595	195	296	18915	389	31203.2
pandit_like_103351	195	296	18915	389	31203.2
pandit_like_111542	195	296	18915	389	31203.2
pandit_like_113714	195	296	18915	389	31203.2
pandit_like_122806	195	296	18915	389	31203.2
pandit_like_127026	195	296	18915	389	31203.2
pandit_like_133663	195	296	18915	389	31203.2
pandit_like_134106	195	296	18915	389	31203.2
pandit_like_134312	195	296	18915	389	31203.2
pandit_like_135519	195	296	18915	389	31203.2
pandit_like_139056	195	296	18915	389	31203.2
pandit_like_143448	195	296	18915	389	31203.2
pandit_like_143695	195	296	18915	389	31203.2
pandit_like_145472	195	296	18915	389	31203.2
pandit_like_146700	195	296	18915	389	31203.2
pandit_like_147655	195	296	18915	389	31203.2
pandit_like_150531	195	296	18915	389	31203.2
pandit_like_153962	195	296	18915	389	31203.2
pandit_like_155817	195	296	18915	389	31203.2
pandit_like_158865	195	296	18915	389	31203.2
pandit_like_172045	195	296	18915	389	31203.2
pandit_like_175018	195	296	18915	389	31203.2
pandit_like_180442	195	296	18915	389	31203.2
pandit_like_180675	195	296	18915	389	31203.2
pandit_like_189094	195	296	18915	389	31203.2
pandit_like_199467	195	296	18915	389	31203.2
pandit_like_199476	195	296	18915	389	31203.2
pandit_like_002345	200	218	19900	399	30061.3
pandit_like_009231	200	218	19900	399	30061.3
pandit_like_011077	200	218	19900	399	30061.3
pandit_like_013881	200	218	19900	399	30061.3
pandit_like_018980	200	218	19900	399	30061.3
pandit_like_021397	200	218	19900	399	30061.3
pandit_like_030236	200	218	19900	399	30061.3
pandit_like_036774	200	218	19900	399	30061.3
pandit_like_043255	200	218	19900	399	30061.3
pandit_like_049083	200	218	19900	399	30061.3
pandit_like_063596	200	218	19900	399	30061.3
pandit_like_067102	200	218	19900	399	30061.3
pandit_like_076716	200	218	19900	399	30061.3
pandit_like_092834	200	218	19900	399	30061.3
pandit_like_097993	200	218	19900	399	30061.3
pandit_like_098519	200	218	19900	399	30061.3
pandit_like_112420	200	218	19900	399	30061.3
pandit_like_123472	200	218	19900	399	30061.3
pandit_like_126608	200	218	19900	399	30061.3
pandit_like_134311	200	218	19900	399	30061.3
pandit_like_137520	200	218	19900	399	30061.3
pandit_like_140737	200	218	19900	399	30061.3
pandit_like_141483	200	218	19900	399	30061.3
pandit_like_143372	200	218	19900	399	30061.3
pandit_like_158537	200	218	19900	399	30061.3
pandit_like_164684	200	218	19900	399	30061.3
pandit_like_178463	200	218	19900	399	30061.3
pandit_like_185754	200	218	19900	399	30061.3
pandit_like_186345	200	218	19900	399	30061.3
pandit_like_001015	185	269	17020	369	26833.1
pandit_like_006706	185	269	17020	369	26833.1
pandit_like_008273	185	269	17020	369	26833.1
pandit_like_013314	185	269	17020	369	26833.1
pandit_like_015799	185	269	17020	369	26833.1
pandit_like_017631	185	269	17020	369	26833.1
pandit_like_022070	185	269	17020	369	26833.1
pandit_like_024781	185	269	17020	369	26833.1
pandit_like_028874	185	269	17020	369	26833.1
pandit_like_032578	185	269	17020	369	26833.1
pandit_like_032660	185	269	17020	369	26833.1
pandit_like_035796	185	269	17020	369	26833.1
pandit_like_036707	185	269	17020	369	26833.1
pandit_like_040981	185	269	17020	369	26833.1
pandit_like_048028	185	269	17020	369	26833.1
pandit_like_056986	185	269	17020	369	26833.1
pandit_like_065230	185	269	17020	369	26833.1
pandit_like_065424	185	269	17020	369	26833.1
pandit_like_066213	185	269	17020	369	26833.1
pandit_like_075128	185	269	17020	369	26833.1
pandit_like_084888	185	269	17020	369	26833.1
pandit_like_093113	185	269	17020	369	26833.1
pandit_like_098016	185	269	17020	369	26833.1
pandit_like_100723	185	269	17020	369	26833.1
pandit_like_110273	185	269	17020	369	26833.1
pandit_like_118393	185	269	17020	369	26833.1
pandit_like_119919	185	269	17020	369	26833.1
pandit_like_122915	185	269	17020	369	26833.1
pandit_like_123590	185	269	17020	369	26833.1
pandit_like_128671	185	269	17020	369	26833.1
pandit_like_135953	185	269	17020	369	26833.1
pandit_like_136057	185	269	17020	369	26833.1
pandit_like_138220	185	269	17020	369	26833.1
pandit_like_139265	185	269	17020	369	26833.1
pandit_like_149410	185	269	17020	369	26833.1
pandit_like_149824	185	269	17020	369	26833.1
pandit_like_155026	185	269	17020	369	26833.1
pandit_like_169199	185	269	17020	369	26833.1
pandit_like_173596	185	269	17020	369	26833.1
pandit_like_178033	185	269	17020	369	26833.1
pandit_like_178636	185	269	17020	369	26833.1
pandit_like_185046	185	269	17020	369	26833.1
pandit_like_188425	185	269	17020	369	26833.1
pandit_like_189070	185	269	17020	369	26833.1
pandit_like_192282	185	269	17020	369	26833.1
pandit_like_192391	185	269	17020	369	26833.1
pandit_like_193463	185	269	17020	369	26833.1
pandit_like_198059	185	269	17020	369	26833.1
pandit_like_001042	184	253	16836	367	25967.0
pandit_like_009266	184	253	16836	367	25967.0
pandit_like_015408	184	253	16836	367	25967.0
pandit_like_015762	184	253	16836	367	25967.0
