msa_id	split	relative_path	tree_path	num_sequences	alignment_length	source_train_msa_id	source_gap_ratio	source_informative_site_ratio	source_gamma_alpha	model	model_without_alpha	best_model	best_model_base	has_G	has_I	has_F	gap_bucket	base_indel_rate	base_indel_size	indel_rate	indel_size	length_bin	override_applied	override_reason	indel_fallback_note	tree_bucket	source_total_tree_length	target_total_tree_length	tree_scale	indels
pandit_like_001226	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_001226.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_001226/tree/pandit_like_001226.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	27.8528781546	0.0065,0.0065
pandit_like_001556	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_001556.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_001556/tree/pandit_like_001556.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	68.6609105523	0.0065,0.0065
pandit_like_004344	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_004344.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_004344/tree/pandit_like_004344.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	3.27473028815	0.0065,0.0065
pandit_like_008838	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008838.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008838/tree/pandit_like_008838.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	2.59361594262	0.0065,0.0065
pandit_like_011095	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_011095.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_011095/tree/pandit_like_011095.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	32.1136302505	0.0065,0.0065
pandit_like_014433	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_014433.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_014433/tree/pandit_like_014433.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	12.7806863792	0.0065,0.0065
pandit_like_015528	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_015528.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_015528/tree/pandit_like_015528.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	4.08790750701	0.0065,0.0065
pandit_like_016842	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_016842.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_016842/tree/pandit_like_016842.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	61.325846994	0.0065,0.0065
pandit_like_019870	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_019870.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_019870/tree/pandit_like_019870.nwk	175	223	614	0.546623959001	0.717488789238	0.7701	LG+G4{0.7701}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	117.4495982957	117.4495982957	3.77415558838	0.0065,0.0065
pandit_like_001861	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_001861.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_001861/tree/pandit_like_001861.nwk	181	183	5363	0.393201098934	0.792349726776	1.159	LG+F+G4{1.159}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	108.865949665	108.865949665	4.37802503101	0.0065,0.0065
pandit_like_003620	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_003620.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_003620/tree/pandit_like_003620.nwk	181	183	5363	0.393201098934	0.792349726776	1.159	LG+F+G4{1.159}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	108.865949665	108.865949665	3.30680473825	0.0065,0.0065
pandit_like_002210	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_002210.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_002210/tree/pandit_like_002210.nwk	184	253	248	0.620080769892	0.537549407115	1.9816	WAG+G4{1.9816}	WAG+G4		WAG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	128.5623566283	128.5623566283	17.7330867437	0.0065,0.0065
pandit_like_015037	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_015037.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_015037/tree/pandit_like_015037.nwk	184	253	248	0.620080769892	0.537549407115	1.9816	WAG+G4{1.9816}	WAG+G4		WAG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	128.5623566283	128.5623566283	10.4981434284	0.0065,0.0065
pandit_like_015899	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_015899.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_015899/tree/pandit_like_015899.nwk	184	253	248	0.620080769892	0.537549407115	1.9816	WAG+G4{1.9816}	WAG+G4		WAG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	128.5623566283	128.5623566283	24.6322018184	0.0065,0.0065
pandit_like_002072	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_002072.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_002072/tree/pandit_like_002072.nwk	185	238	3209	0.29868271633	0.752100840336	0.9794	LG+G4{0.9794}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	102.1020189273	102.1020189273	7.90304565758	0.0065,0.0065
pandit_like_004642	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_004642.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_004642/tree/pandit_like_004642.nwk	185	269	222	0.318054857832	0.724907063197	1.7826	LG+G4{1.7826}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	105.5068532232	105.5068532232	116.239742029	0.0065,0.0065
pandit_like_007581	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_007581.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_007581/tree/pandit_like_007581.nwk	185	238	3209	0.29868271633	0.752100840336	0.9794	LG+G4{0.9794}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	102.1020189273	102.1020189273	7.28367714552	0.0065,0.0065
pandit_like_011525	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_011525.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_011525/tree/pandit_like_011525.nwk	185	238	3209	0.29868271633	0.752100840336	0.9794	LG+G4{0.9794}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	102.1020189273	102.1020189273	35.7699075346	0.0065,0.0065
pandit_like_017528	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_017528.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_017528/tree/pandit_like_017528.nwk	185	269	222	0.318054857832	0.724907063197	1.7826	LG+G4{1.7826}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	105.5068532232	105.5068532232	8.87955763573	0.0065,0.0065
pandit_like_005147	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_005147.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_005147/tree/pandit_like_005147.nwk	195	296	90	0.395772695773	0.834459459459	1.714	WAG+F+G4{1.714}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	120.6925734099	120.6925734099	18.324583733	0.0065,0.0065
pandit_like_006936	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006936.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006936/tree/pandit_like_006936.nwk	195	296	90	0.395772695773	0.834459459459	1.714	WAG+F+G4{1.714}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	120.6925734099	120.6925734099	2.32411450933	0.0065,0.0065
pandit_like_007047	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_007047.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_007047/tree/pandit_like_007047.nwk	195	296	90	0.395772695773	0.834459459459	1.714	WAG+F+G4{1.714}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	120.6925734099	120.6925734099	103.67421077	0.0065,0.0065
pandit_like_008916	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008916.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008916/tree/pandit_like_008916.nwk	195	296	90	0.395772695773	0.834459459459	1.714	WAG+F+G4{1.714}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	120.6925734099	120.6925734099	8.09077455626	0.0065,0.0065
pandit_like_017574	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_017574.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_017574/tree/pandit_like_017574.nwk	195	296	90	0.395772695773	0.834459459459	1.714	WAG+F+G4{1.714}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	120.6925734099	120.6925734099	3.15636813195	0.0065,0.0065
pandit_like_009695	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009695.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009695/tree/pandit_like_009695.nwk	200	218	229	0.583233944954	0.711009174312	0.7274	JTT+G4{0.7274}	JTT+G4		JTT	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	106.8402899344	106.8402899344	28.541679855	0.0065,0.0065
pandit_like_010203	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_010203.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_010203/tree/pandit_like_010203.nwk	200	218	229	0.583233944954	0.711009174312	0.7274	JTT+G4{0.7274}	JTT+G4		JTT	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	106.8402899344	106.8402899344	10.0450406599	0.0065,0.0065
pandit_like_010835	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_010835.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_010835/tree/pandit_like_010835.nwk	200	218	229	0.583233944954	0.711009174312	0.7274	JTT+G4{0.7274}	JTT+G4		JTT	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	106.8402899344	106.8402899344	3.56799955459	0.0065,0.0065
pandit_like_012987	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_012987.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_012987/tree/pandit_like_012987.nwk	200	218	229	0.583233944954	0.711009174312	0.7274	JTT+G4{0.7274}	JTT+G4		JTT	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	106.8402899344	106.8402899344	2.74350439796	0.0065,0.0065
pandit_like_017384	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_017384.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_017384/tree/pandit_like_017384.nwk	200	218	229	0.583233944954	0.711009174312	0.7274	JTT+G4{0.7274}	JTT+G4		JTT	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	106.8402899344	106.8402899344	13.9016915221	0.0065,0.0065
pandit_like_003479	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_003479.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_003479/tree/pandit_like_003479.nwk	201	548	263	0.682990158696	0.443430656934	0.7217	LG+G4{0.7217}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	166.1896984547	166.1896984547	11.272714015	0.007,0.007
pandit_like_007046	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_007046.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_007046/tree/pandit_like_007046.nwk	201	548	263	0.682990158696	0.443430656934	0.7217	LG+G4{0.7217}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	166.1896984547	166.1896984547	16.3456457876	0.007,0.007
pandit_like_009908	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_009908.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_009908/tree/pandit_like_009908.nwk	201	548	263	0.682990158696	0.443430656934	0.7217	LG+G4{0.7217}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	166.1896984547	166.1896984547	14.3378407845	0.007,0.007
pandit_like_014814	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_014814.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_014814/tree/pandit_like_014814.nwk	201	548	263	0.682990158696	0.443430656934	0.7217	LG+G4{0.7217}	LG+G4		LG	True	False	False	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	166.1896984547	166.1896984547	4.54700992629	0.007,0.007
pandit_like_003523	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_003523.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_003523/tree/pandit_like_003523.nwk	205	314	285	0.559297809539	0.62101910828	0.799	LG+F+G4{0.799}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	196.6281664869	196.6281664869	2.56494615654	0.007,0.007
pandit_like_006539	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006539.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006539/tree/pandit_like_006539.nwk	205	314	285	0.559297809539	0.62101910828	0.799	LG+F+G4{0.799}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	196.6281664869	196.6281664869	10.030017019	0.007,0.007
