msa_id	relative_path	num_sequences	alignment_length	seq_bin	len_bin	stratum	split
54	data_pandit/aa/54/data.54	9	264	<=50	<=500	<=50|<=500	test
55	data_pandit/aa/55/data.55	30	175	<=50	<=500	<=50|<=500	train
56	data_pandit/aa/56/data.56	53	62	51-100	<=500	51-100|<=500	train
57	data_pandit/aa/57/data.57	28	57	<=50	<=500	<=50|<=500	train
58	data_pandit/aa/58/data.58	44	136	<=50	<=500	<=50|<=500	test
59	data_pandit/aa/59/data.59	51	425	51-100	<=500	51-100|<=500	test
60	data_pandit/aa/60/data.60	157	186	101-200	<=500	101-200|<=500	train
61	data_pandit/aa/61/data.61	21	128	<=50	<=500	<=50|<=500	train
62	data_pandit/aa/62/data.62	24	956	<=50	501-1000	<=50|501-1000	train
63	data_pandit/aa/63/data.63	7	486	<=50	<=500	<=50|<=500	train
64	data_pandit/aa/64/data.64	10	42	<=50	<=500	<=50|<=500	train
65	data_pandit/aa/65/data.65	51	559	51-100	501-1000	51-100|501-1000	train
66	data_pandit/aa/66/data.66	37	138	<=50	<=500	<=50|<=500	train
67	data_pandit/aa/67/data.67	54	473	51-100	<=500	51-100|<=500	train
69	data_pandit/aa/69/data.69	61	229	51-100	<=500	51-100|<=500	val
70	data_pandit/aa/70/data.70	54	158	51-100	<=500	51-100|<=500	train
71	data_pandit/aa/71/data.71	52	313	51-100	<=500	51-100|<=500	train
72	data_pandit/aa/72/data.72	30	142	<=50	<=500	<=50|<=500	test
73	data_pandit/aa/73/data.73	67	246	51-100	<=500	51-100|<=500	train
74	data_pandit/aa/74/data.74	79	80	51-100	<=500	51-100|<=500	train
75	data_pandit/aa/75/data.75	51	127	51-100	<=500	51-100|<=500	train
76	data_pandit/aa/76/data.76	164	397	101-200	<=500	101-200|<=500	train
77	data_pandit/aa/77/data.77	42	423	<=50	<=500	<=50|<=500	train
78	data_pandit/aa/78/data.78	28	203	<=50	<=500	<=50|<=500	train
79	data_pandit/aa/79/data.79	26	91	<=50	<=500	<=50|<=500	val
80	data_pandit/aa/80/data.80	45	764	<=50	501-1000	<=50|501-1000	train
81	data_pandit/aa/81/data.81	49	617	<=50	501-1000	<=50|501-1000	train
82	data_pandit/aa/82/data.82	80	92	51-100	<=500	51-100|<=500	train
83	data_pandit/aa/83/data.83	51	122	51-100	<=500	51-100|<=500	train
84	data_pandit/aa/84/data.84	20	84	<=50	<=500	<=50|<=500	train
85	data_pandit/aa/85/data.85	48	81	<=50	<=500	<=50|<=500	train
86	data_pandit/aa/86/data.86	28	50	<=50	<=500	<=50|<=500	val
87	data_pandit/aa/87/data.87	76	355	51-100	<=500	51-100|<=500	train
88	data_pandit/aa/88/data.88	31	62	<=50	<=500	<=50|<=500	test
89	data_pandit/aa/89/data.89	126	285	101-200	<=500	101-200|<=500	train
90	data_pandit/aa/90/data.90	195	296	101-200	<=500	101-200|<=500	train
91	data_pandit/aa/91/data.91	20	99	<=50	<=500	<=50|<=500	train
92	data_pandit/aa/92/data.92	69	215	51-100	<=500	51-100|<=500	train
95	data_pandit/aa/95/data.95	65	74	51-100	<=500	51-100|<=500	test
97	data_pandit/aa/97/data.97	84	403	51-100	<=500	51-100|<=500	train
98	data_pandit/aa/98/data.98	49	128	<=50	<=500	<=50|<=500	train
99	data_pandit/aa/99/data.99	123	451	101-200	<=500	101-200|<=500	val
100	data_pandit/aa/100/data.100	17	237	<=50	<=500	<=50|<=500	train
101	data_pandit/aa/101/data.101	187	336	101-200	<=500	101-200|<=500	test
102	data_pandit/aa/102/data.102	27	80	<=50	<=500	<=50|<=500	train
104	data_pandit/aa/104/data.104	110	216	101-200	<=500	101-200|<=500	val
105	data_pandit/aa/105/data.105	22	291	<=50	<=500	<=50|<=500	train
106	data_pandit/aa/106/data.106	169	347	101-200	<=500	101-200|<=500	train
107	data_pandit/aa/107/data.107	15	394	<=50	<=500	<=50|<=500	train
109	data_pandit/aa/109/data.109	162	367	101-200	<=500	101-200|<=500	train
110	data_pandit/aa/110/data.110	11	298	<=50	<=500	<=50|<=500	train
111	data_pandit/aa/111/data.111	23	155	<=50	<=500	<=50|<=500	train
112	data_pandit/aa/112/data.112	24	524	<=50	501-1000	<=50|501-1000	train
113	data_pandit/aa/113/data.113	32	136	<=50	<=500	<=50|<=500	train
114	data_pandit/aa/114/data.114	137	292	101-200	<=500	101-200|<=500	train
115	data_pandit/aa/115/data.115	41	625	<=50	501-1000	<=50|501-1000	train
116	data_pandit/aa/116/data.116	30	198	<=50	<=500	<=50|<=500	train
117	data_pandit/aa/117/data.117	106	340	101-200	<=500	101-200|<=500	train
118	data_pandit/aa/118/data.118	56	283	51-100	<=500	51-100|<=500	test
119	data_pandit/aa/119/data.119	104	337	101-200	<=500	101-200|<=500	val
120	data_pandit/aa/120/data.120	26	28	<=50	<=500	<=50|<=500	train
121	data_pandit/aa/121/data.121	13	310	<=50	<=500	<=50|<=500	test
122	data_pandit/aa/122/data.122	70	85	51-100	<=500	51-100|<=500	test
125	data_pandit/aa/125/data.125	54	673	51-100	501-1000	51-100|501-1000	train
126	data_pandit/aa/126/data.126	25	181	<=50	<=500	<=50|<=500	train
127	data_pandit/aa/127/data.127	46	75	<=50	<=500	<=50|<=500	val
128	data_pandit/aa/128/data.128	21	80	<=50	<=500	<=50|<=500	train
130	data_pandit/aa/130/data.130	20	814	<=50	501-1000	<=50|501-1000	val
131	data_pandit/aa/131/data.131	150	194	101-200	<=500	101-200|<=500	train
132	data_pandit/aa/132/data.132	129	889	101-200	501-1000	101-200|501-1000	test
133	data_pandit/aa/133/data.133	76	891	51-100	501-1000	51-100|501-1000	test
134	data_pandit/aa/134/data.134	35	70	<=50	<=500	<=50|<=500	train
136	data_pandit/aa/136/data.136	22	229	<=50	<=500	<=50|<=500	train
138	data_pandit/aa/138/data.138	303	599	>200	501-1000	>200|501-1000	val
139	data_pandit/aa/139/data.139	16	282	<=50	<=500	<=50|<=500	train
140	data_pandit/aa/140/data.140	17	193	<=50	<=500	<=50|<=500	train
141	data_pandit/aa/141/data.141	130	690	101-200	501-1000	101-200|501-1000	train
142	data_pandit/aa/142/data.142	31	546	<=50	501-1000	<=50|501-1000	train
143	data_pandit/aa/143/data.143	25	344	<=50	<=500	<=50|<=500	train
144	data_pandit/aa/144/data.144	11	272	<=50	<=500	<=50|<=500	train
145	data_pandit/aa/145/data.145	31	568	<=50	501-1000	<=50|501-1000	train
147	data_pandit/aa/147/data.147	67	513	51-100	501-1000	51-100|501-1000	train
148	data_pandit/aa/148/data.148	16	379	<=50	<=500	<=50|<=500	train
149	data_pandit/aa/149/data.149	109	625	101-200	501-1000	101-200|501-1000	test
151	data_pandit/aa/151/data.151	28	329	<=50	<=500	<=50|<=500	train
152	data_pandit/aa/152/data.152	48	526	<=50	501-1000	<=50|501-1000	train
153	data_pandit/aa/153/data.153	130	241	101-200	<=500	101-200|<=500	train
154	data_pandit/aa/154/data.154	10	78	<=50	<=500	<=50|<=500	train
156	data_pandit/aa/156/data.156	15	40	<=50	<=500	<=50|<=500	test
157	data_pandit/aa/157/data.157	22	191	<=50	<=500	<=50|<=500	val
158	data_pandit/aa/158/data.158	19	351	<=50	<=500	<=50|<=500	train
159	data_pandit/aa/159/data.159	25	530	<=50	501-1000	<=50|501-1000	train
160	data_pandit/aa/160/data.160	19	113	<=50	<=500	<=50|<=500	val
161	data_pandit/aa/161/data.161	20	147	<=50	<=500	<=50|<=500	train
163	data_pandit/aa/163/data.163	48	127	<=50	<=500	<=50|<=500	train
164	data_pandit/aa/164/data.164	27	166	<=50	<=500	<=50|<=500	test
167	data_pandit/aa/167/data.167	22	65	<=50	<=500	<=50|<=500	train
168	data_pandit/aa/168/data.168	122	616	101-200	501-1000	101-200|501-1000	train
169	data_pandit/aa/169/data.169	29	52	<=50	<=500	<=50|<=500	test
171	data_pandit/aa/171/data.171	15	261	<=50	<=500	<=50|<=500	train
172	data_pandit/aa/172/data.172	73	149	51-100	<=500	51-100|<=500	val
173	data_pandit/aa/173/data.173	23	510	<=50	501-1000	<=50|501-1000	train
174	data_pandit/aa/174/data.174	21	185	<=50	<=500	<=50|<=500	train
175	data_pandit/aa/175/data.175	15	92	<=50	<=500	<=50|<=500	train
176	data_pandit/aa/176/data.176	75	239	51-100	<=500	51-100|<=500	train
177	data_pandit/aa/177/data.177	25	464	<=50	<=500	<=50|<=500	train
178	data_pandit/aa/178/data.178	62	94	51-100	<=500	51-100|<=500	train
179	data_pandit/aa/179/data.179	17	237	<=50	<=500	<=50|<=500	test
180	data_pandit/aa/180/data.180	11	571	<=50	501-1000	<=50|501-1000	train
181	data_pandit/aa/181/data.181	10	80	<=50	<=500	<=50|<=500	train
182	data_pandit/aa/182/data.182	21	187	<=50	<=500	<=50|<=500	val
183	data_pandit/aa/183/data.183	19	257	<=50	<=500	<=50|<=500	train
184	data_pandit/aa/184/data.184	19	44	<=50	<=500	<=50|<=500	train
186	data_pandit/aa/186/data.186	25	94	<=50	<=500	<=50|<=500	test
187	data_pandit/aa/187/data.187	226	379	>200	<=500	>200|<=500	train
189	data_pandit/aa/189/data.189	12	105	<=50	<=500	<=50|<=500	train
191	data_pandit/aa/191/data.191	21	232	<=50	<=500	<=50|<=500	train
192	data_pandit/aa/192/data.192	30	58	<=50	<=500	<=50|<=500	train
193	data_pandit/aa/193/data.193	17	206	<=50	<=500	<=50|<=500	val
194	data_pandit/aa/194/data.194	79	290	51-100	<=500	51-100|<=500	train
195	data_pandit/aa/195/data.195	21	408	<=50	<=500	<=50|<=500	train
196	data_pandit/aa/196/data.196	89	111	51-100	<=500	51-100|<=500	val
197	data_pandit/aa/197/data.197	14	516	<=50	501-1000	<=50|501-1000	val
198	data_pandit/aa/198/data.198	19	412	<=50	<=500	<=50|<=500	val
199	data_pandit/aa/199/data.199	22	82	<=50	<=500	<=50|<=500	train
200	data_pandit/aa/200/data.200	65	235	51-100	<=500	51-100|<=500	val
201	data_pandit/aa/201/data.201	23	187	<=50	<=500	<=50|<=500	train
202	data_pandit/aa/202/data.202	19	345	<=50	<=500	<=50|<=500	train
203	data_pandit/aa/203/data.203	60	111	51-100	<=500	51-100|<=500	test
204	data_pandit/aa/204/data.204	127	330	101-200	<=500	101-200|<=500	train
205	data_pandit/aa/205/data.205	15	642	<=50	501-1000	<=50|501-1000	train
206	data_pandit/aa/206/data.206	95	204	51-100	<=500	51-100|<=500	train
207	data_pandit/aa/207/data.207	21	248	<=50	<=500	<=50|<=500	test
208	data_pandit/aa/208/data.208	14	105	<=50	<=500	<=50|<=500	test
209	data_pandit/aa/209/data.209	20	180	<=50	<=500	<=50|<=500	train
210	data_pandit/aa/210/data.210	10	42	<=50	<=500	<=50|<=500	train
211	data_pandit/aa/211/data.211	92	402	51-100	<=500	51-100|<=500	train
212	data_pandit/aa/212/data.212	82	106	51-100	<=500	51-100|<=500	train
213	data_pandit/aa/213/data.213	6	275	<=50	<=500	<=50|<=500	train
214	data_pandit/aa/214/data.214	20	282	<=50	<=500	<=50|<=500	train
215	data_pandit/aa/215/data.215	11	96	<=50	<=500	<=50|<=500	val
217	data_pandit/aa/217/data.217	10	517	<=50	501-1000	<=50|501-1000	train
219	data_pandit/aa/219/data.219	13	387	<=50	<=500	<=50|<=500	train
220	data_pandit/aa/220/data.220	94	648	51-100	501-1000	51-100|501-1000	val
222	data_pandit/aa/222/data.222	185	269	101-200	<=500	101-200|<=500	train
224	data_pandit/aa/224/data.224	52	171	51-100	<=500	51-100|<=500	val
225	data_pandit/aa/225/data.225	17	335	<=50	<=500	<=50|<=500	test
226	data_pandit/aa/226/data.226	19	343	<=50	<=500	<=50|<=500	train
227	data_pandit/aa/227/data.227	14	569	<=50	501-1000	<=50|501-1000	train
228	data_pandit/aa/228/data.228	8	255	<=50	<=500	<=50|<=500	train
229	data_pandit/aa/229/data.229	200	218	101-200	<=500	101-200|<=500	train
230	data_pandit/aa/230/data.230	16	160	<=50	<=500	<=50|<=500	val
231	data_pandit/aa/231/data.231	10	97	<=50	<=500	<=50|<=500	test
232	data_pandit/aa/232/data.232	20	140	<=50	<=500	<=50|<=500	train
233	data_pandit/aa/233/data.233	19	142	<=50	<=500	<=50|<=500	train
234	data_pandit/aa/234/data.234	16	167	<=50	<=500	<=50|<=500	train
236	data_pandit/aa/236/data.236	16	165	<=50	<=500	<=50|<=500	train
237	data_pandit/aa/237/data.237	6	423	<=50	<=500	<=50|<=500	train
238	data_pandit/aa/238/data.238	7	127	<=50	<=500	<=50|<=500	test
239	data_pandit/aa/239/data.239	16	242	<=50	<=500	<=50|<=500	train
240	data_pandit/aa/240/data.240	18	611	<=50	501-1000	<=50|501-1000	val
241	data_pandit/aa/241/data.241	139	656	101-200	501-1000	101-200|501-1000	val
242	data_pandit/aa/242/data.242	67	402	51-100	<=500	51-100|<=500	train
244	data_pandit/aa/244/data.244	21	140	<=50	<=500	<=50|<=500	train
245	data_pandit/aa/245/data.245	19	549	<=50	501-1000	<=50|501-1000	train
246	data_pandit/aa/246/data.246	17	148	<=50	<=500	<=50|<=500	test
247	data_pandit/aa/247/data.247	22	57	<=50	<=500	<=50|<=500	test
248	data_pandit/aa/248/data.248	184	253	101-200	<=500	101-200|<=500	train
249	data_pandit/aa/249/data.249	12	118	<=50	<=500	<=50|<=500	train
251	data_pandit/aa/251/data.251	27	396	<=50	<=500	<=50|<=500	train
252	data_pandit/aa/252/data.252	94	240	51-100	<=500	51-100|<=500	train
253	data_pandit/aa/253/data.253	19	72	<=50	<=500	<=50|<=500	test
255	data_pandit/aa/255/data.255	11	389	<=50	<=500	<=50|<=500	train
256	data_pandit/aa/256/data.256	57	348	51-100	<=500	51-100|<=500	train
257	data_pandit/aa/257/data.257	14	408	<=50	<=500	<=50|<=500	train
258	data_pandit/aa/258/data.258	13	191	<=50	<=500	<=50|<=500	train
259	data_pandit/aa/259/data.259	14	384	<=50	<=500	<=50|<=500	val
260	data_pandit/aa/260/data.260	18	423	<=50	<=500	<=50|<=500	test
261	data_pandit/aa/261/data.261	13	299	<=50	<=500	<=50|<=500	train
262	data_pandit/aa/262/data.262	9	62	<=50	<=500	<=50|<=500	val
263	data_pandit/aa/263/data.263	201	548	>200	501-1000	>200|501-1000	train
265	data_pandit/aa/265/data.265	16	34	<=50	<=500	<=50|<=500	train
266	data_pandit/aa/266/data.266	43	186	<=50	<=500	<=50|<=500	train
267	data_pandit/aa/267/data.267	11	353	<=50	<=500	<=50|<=500	val
268	data_pandit/aa/268/data.268	35	506	<=50	501-1000	<=50|501-1000	train
269	data_pandit/aa/269/data.269	13	97	<=50	<=500	<=50|<=500	test
270	data_pandit/aa/270/data.270	9	112	<=50	<=500	<=50|<=500	train
271	data_pandit/aa/271/data.271	55	220	51-100	<=500	51-100|<=500	train
272	data_pandit/aa/272/data.272	13	65	<=50	<=500	<=50|<=500	train
273	data_pandit/aa/273/data.273	18	61	<=50	<=500	<=50|<=500	test
274	data_pandit/aa/274/data.274	12	407	<=50	<=500	<=50|<=500	train
277	data_pandit/aa/277/data.277	20	411	<=50	<=500	<=50|<=500	test
278	data_pandit/aa/278/data.278	17	143	<=50	<=500	<=50|<=500	train
279	data_pandit/aa/279/data.279	11	344	<=50	<=500	<=50|<=500	train
280	data_pandit/aa/280/data.280	256	549	>200	501-1000	>200|501-1000	train
281	data_pandit/aa/281/data.281	20	135	<=50	<=500	<=50|<=500	train
282	data_pandit/aa/282/data.282	21	283	<=50	<=500	<=50|<=500	train
283	data_pandit/aa/283/data.283	97	436	51-100	<=500	51-100|<=500	train
284	data_pandit/aa/284/data.284	6	126	<=50	<=500	<=50|<=500	train
285	data_pandit/aa/285/data.285	205	314	>200	<=500	>200|<=500	train
286	data_pandit/aa/286/data.286	85	404	51-100	<=500	51-100|<=500	train
287	data_pandit/aa/287/data.287	16	390	<=50	<=500	<=50|<=500	train
288	data_pandit/aa/288/data.288	15	373	<=50	<=500	<=50|<=500	train
289	data_pandit/aa/289/data.289	14	306	<=50	<=500	<=50|<=500	train
290	data_pandit/aa/290/data.290	13	71	<=50	<=500	<=50|<=500	val
292	data_pandit/aa/292/data.292	43	54	<=50	<=500	<=50|<=500	train
293	data_pandit/aa/293/data.293	12	206	<=50	<=500	<=50|<=500	train
294	data_pandit/aa/294/data.294	19	384	<=50	<=500	<=50|<=500	train
295	data_pandit/aa/295/data.295	51	59	51-100	<=500	51-100|<=500	train
296	data_pandit/aa/296/data.296	17	698	<=50	501-1000	<=50|501-1000	train
297	data_pandit/aa/297/data.297	156	211	101-200	<=500	101-200|<=500	train
299	data_pandit/aa/299/data.299	14	339	<=50	<=500	<=50|<=500	train
300	data_pandit/aa/300/data.300	31	49	<=50	<=500	<=50|<=500	train
301	data_pandit/aa/301/data.301	60	579	51-100	501-1000	51-100|501-1000	train
303	data_pandit/aa/303/data.303	9	88	<=50	<=500	<=50|<=500	test
304	data_pandit/aa/304/data.304	41	75	<=50	<=500	<=50|<=500	test
305	data_pandit/aa/305/data.305	8	215	<=50	<=500	<=50|<=500	train
306	data_pandit/aa/306/data.306	14	380	<=50	<=500	<=50|<=500	train
307	data_pandit/aa/307/data.307	82	176	51-100	<=500	51-100|<=500	test
308	data_pandit/aa/308/data.308	20	222	<=50	<=500	<=50|<=500	test
309	data_pandit/aa/309/data.309	10	51	<=50	<=500	<=50|<=500	val
313	data_pandit/aa/313/data.313	11	30	<=50	<=500	<=50|<=500	train
314	data_pandit/aa/314/data.314	28	621	<=50	501-1000	<=50|501-1000	train
315	data_pandit/aa/315/data.315	12	34	<=50	<=500	<=50|<=500	test
316	data_pandit/aa/316/data.316	72	280	51-100	<=500	51-100|<=500	val
317	data_pandit/aa/317/data.317	14	55	<=50	<=500	<=50|<=500	train
318	data_pandit/aa/318/data.318	104	944	101-200	501-1000	101-200|501-1000	train
319	data_pandit/aa/319/data.319	58	79	51-100	<=500	51-100|<=500	train
320	data_pandit/aa/320/data.320	12	531	<=50	501-1000	<=50|501-1000	train
321	data_pandit/aa/321/data.321	55	511	51-100	501-1000	51-100|501-1000	train
322	data_pandit/aa/322/data.322	16	333	<=50	<=500	<=50|<=500	train
323	data_pandit/aa/323/data.323	13	68	<=50	<=500	<=50|<=500	train
324	data_pandit/aa/324/data.324	12	135	<=50	<=500	<=50|<=500	train
325	data_pandit/aa/325/data.325	69	362	51-100	<=500	51-100|<=500	train
327	data_pandit/aa/327/data.327	87	275	51-100	<=500	51-100|<=500	train
328	data_pandit/aa/328/data.328	15	97	<=50	<=500	<=50|<=500	test
329	data_pandit/aa/329/data.329	51	205	51-100	<=500	51-100|<=500	val
330	data_pandit/aa/330/data.330	16	154	<=50	<=500	<=50|<=500	train
332	data_pandit/aa/332/data.332	10	522	<=50	501-1000	<=50|501-1000	test
333	data_pandit/aa/333/data.333	9	747	<=50	501-1000	<=50|501-1000	train
334	data_pandit/aa/334/data.334	17	396	<=50	<=500	<=50|<=500	train
335	data_pandit/aa/335/data.335	20	149	<=50	<=500	<=50|<=500	train
336	data_pandit/aa/336/data.336	7	275	<=50	<=500	<=50|<=500	val
338	data_pandit/aa/338/data.338	16	289	<=50	<=500	<=50|<=500	val
339	data_pandit/aa/339/data.339	15	239	<=50	<=500	<=50|<=500	test
340	data_pandit/aa/340/data.340	84	363	51-100	<=500	51-100|<=500	test
341	data_pandit/aa/341/data.341	6	332	<=50	<=500	<=50|<=500	train
342	data_pandit/aa/342/data.342	56	106	51-100	<=500	51-100|<=500	train
344	data_pandit/aa/344/data.344	9	209	<=50	<=500	<=50|<=500	train
346	data_pandit/aa/346/data.346	27	27	<=50	<=500	<=50|<=500	train
348	data_pandit/aa/348/data.348	14	133	<=50	<=500	<=50|<=500	train
349	data_pandit/aa/349/data.349	13	155	<=50	<=500	<=50|<=500	train
350	data_pandit/aa/350/data.350	9	182	<=50	<=500	<=50|<=500	train
351	data_pandit/aa/351/data.351	33	352	<=50	<=500	<=50|<=500	test
352	data_pandit/aa/352/data.352	17	444	<=50	<=500	<=50|<=500	train
353	data_pandit/aa/353/data.353	15	97	<=50	<=500	<=50|<=500	train
354	data_pandit/aa/354/data.354	49	76	<=50	<=500	<=50|<=500	test
355	data_pandit/aa/355/data.355	12	313	<=50	<=500	<=50|<=500	val
356	data_pandit/aa/356/data.356	15	71	<=50	<=500	<=50|<=500	train
357	data_pandit/aa/357/data.357	18	35	<=50	<=500	<=50|<=500	train
358	data_pandit/aa/358/data.358	21	433	<=50	<=500	<=50|<=500	train
359	data_pandit/aa/359/data.359	13	267	<=50	<=500	<=50|<=500	train
360	data_pandit/aa/360/data.360	14	348	<=50	<=500	<=50|<=500	test
361	data_pandit/aa/361/data.361	8	210	<=50	<=500	<=50|<=500	test
362	data_pandit/aa/362/data.362	13	582	<=50	501-1000	<=50|501-1000	test
363	data_pandit/aa/363/data.363	12	473	<=50	<=500	<=50|<=500	train
365	data_pandit/aa/365/data.365	7	132	<=50	<=500	<=50|<=500	train
366	data_pandit/aa/366/data.366	13	176	<=50	<=500	<=50|<=500	test
368	data_pandit/aa/368/data.368	10	136	<=50	<=500	<=50|<=500	train
369	data_pandit/aa/369/data.369	11	87	<=50	<=500	<=50|<=500	train
370	data_pandit/aa/370/data.370	12	74	<=50	<=500	<=50|<=500	test
371	data_pandit/aa/371/data.371	63	206	51-100	<=500	51-100|<=500	train
372	data_pandit/aa/372/data.372	32	808	<=50	501-1000	<=50|501-1000	test
374	data_pandit/aa/374/data.374	51	161	51-100	<=500	51-100|<=500	val
375	data_pandit/aa/375/data.375	8	128	<=50	<=500	<=50|<=500	train
376	data_pandit/aa/376/data.376	13	154	<=50	<=500	<=50|<=500	test
378	data_pandit/aa/378/data.378	56	199	51-100	<=500	51-100|<=500	train
379	data_pandit/aa/379/data.379	90	143	51-100	<=500	51-100|<=500	train
380	data_pandit/aa/380/data.380	27	64	<=50	<=500	<=50|<=500	train
381	data_pandit/aa/381/data.381	59	330	51-100	<=500	51-100|<=500	train
382	data_pandit/aa/382/data.382	73	219	51-100	<=500	51-100|<=500	val
384	data_pandit/aa/384/data.384	15	43	<=50	<=500	<=50|<=500	train
386	data_pandit/aa/386/data.386	21	340	<=50	<=500	<=50|<=500	test
389	data_pandit/aa/389/data.389	20	51	<=50	<=500	<=50|<=500	train
393	data_pandit/aa/393/data.393	10	350	<=50	<=500	<=50|<=500	train
394	data_pandit/aa/394/data.394	23	191	<=50	<=500	<=50|<=500	train
395	data_pandit/aa/395/data.395	35	162	<=50	<=500	<=50|<=500	val
396	data_pandit/aa/396/data.396	16	114	<=50	<=500	<=50|<=500	train
397	data_pandit/aa/397/data.397	20	172	<=50	<=500	<=50|<=500	train
398	data_pandit/aa/398/data.398	13	124	<=50	<=500	<=50|<=500	test
399	data_pandit/aa/399/data.399	43	74	<=50	<=500	<=50|<=500	train
400	data_pandit/aa/400/data.400	69	396	51-100	<=500	51-100|<=500	test
402	data_pandit/aa/402/data.402	7	68	<=50	<=500	<=50|<=500	train
403	data_pandit/aa/403/data.403	15	132	<=50	<=500	<=50|<=500	train
404	data_pandit/aa/404/data.404	25	97	<=50	<=500	<=50|<=500	val
405	data_pandit/aa/405/data.405	12	35	<=50	<=500	<=50|<=500	train
406	data_pandit/aa/406/data.406	25	210	<=50	<=500	<=50|<=500	val
408	data_pandit/aa/408/data.408	19	525	<=50	501-1000	<=50|501-1000	train
409	data_pandit/aa/409/data.409	13	628	<=50	501-1000	<=50|501-1000	train
410	data_pandit/aa/410/data.410	13	135	<=50	<=500	<=50|<=500	train
411	data_pandit/aa/411/data.411	27	326	<=50	<=500	<=50|<=500	val
412	data_pandit/aa/412/data.412	9	790	<=50	501-1000	<=50|501-1000	val
413	data_pandit/aa/413/data.413	24	150	<=50	<=500	<=50|<=500	train
414	data_pandit/aa/414/data.414	24	119	<=50	<=500	<=50|<=500	train
415	data_pandit/aa/415/data.415	18	781	<=50	501-1000	<=50|501-1000	train
416	data_pandit/aa/416/data.416	27	132	<=50	<=500	<=50|<=500	train
417	data_pandit/aa/417/data.417	32	158	<=50	<=500	<=50|<=500	test
420	data_pandit/aa/420/data.420	8	329	<=50	<=500	<=50|<=500	train
421	data_pandit/aa/421/data.421	92	116	51-100	<=500	51-100|<=500	train
422	data_pandit/aa/422/data.422	75	130	51-100	<=500	51-100|<=500	train
423	data_pandit/aa/423/data.423	23	351	<=50	<=500	<=50|<=500	train
424	data_pandit/aa/424/data.424	12	101	<=50	<=500	<=50|<=500	train
425	data_pandit/aa/425/data.425	67	94	51-100	<=500	51-100|<=500	train
427	data_pandit/aa/427/data.427	62	179	51-100	<=500	51-100|<=500	train
428	data_pandit/aa/428/data.428	62	1766	51-100	1001-5000	51-100|1001-5000	train
